"Step","male_silero - loss/g/total","male_silero - loss/g/total__MIN","male_silero - loss/g/total__MAX"
"112","38.26466751098633","38.26466751098633","38.26466751098633"
"113","39.599090576171875","39.599090576171875","39.599090576171875"
"114","39.61084747314453","39.61084747314453","39.61084747314453"
"115","38.845035552978516","38.845035552978516","38.845035552978516"
"116","36.762081146240234","36.762081146240234","36.762081146240234"
"117","38.980003356933594","38.980003356933594","38.980003356933594"
"118","39.63505935668945","39.63505935668945","39.63505935668945"
"119","38.70671463012695","38.70671463012695","38.70671463012695"
"120","39.009586334228516","39.009586334228516","39.009586334228516"
"121","38.88507843017578","38.88507843017578","38.88507843017578"
"122","39.70410919189453","39.70410919189453","39.70410919189453"
"123","38.019195556640625","38.019195556640625","38.019195556640625"
"124","39.02010726928711","39.02010726928711","39.02010726928711"
"125","37.51559829711914","37.51559829711914","37.51559829711914"
"126","37.751670837402344","37.751670837402344","37.751670837402344"
"127","39.97990036010742","39.97990036010742","39.97990036010742"
"128","39.84069061279297","39.84069061279297","39.84069061279297"
"129","39.012062072753906","39.012062072753906","39.012062072753906"
"130","39.130577087402344","39.130577087402344","39.130577087402344"
"131","39.483646392822266","39.483646392822266","39.483646392822266"
"132","38.14094924926758","38.14094924926758","38.14094924926758"
"133","37.942047119140625","37.942047119140625","37.942047119140625"
"134","36.89852523803711","36.89852523803711","36.89852523803711"
"135","38.01233673095703","38.01233673095703","38.01233673095703"
"136","38.504451751708984","38.504451751708984","38.504451751708984"
"137","40.411766052246094","40.411766052246094","40.411766052246094"
"138","39.10777282714844","39.10777282714844","39.10777282714844"
"139","38.91905212402344","38.91905212402344","38.91905212402344"
"140","36.5348014831543","36.5348014831543","36.5348014831543"
"141","36.46719741821289","36.46719741821289","36.46719741821289"
"142","37.53301239013672","37.53301239013672","37.53301239013672"
"143","40.21470260620117","40.21470260620117","40.21470260620117"
"144","39.494842529296875","39.494842529296875","39.494842529296875"
"145","38.195003509521484","38.195003509521484","38.195003509521484"
"146","39.79918670654297","39.79918670654297","39.79918670654297"
"147","38.78263854980469","38.78263854980469","38.78263854980469"
"148","39.99821853637695","39.99821853637695","39.99821853637695"
"149","38.67149353027344","38.67149353027344","38.67149353027344"
"150","37.16825866699219","37.16825866699219","37.16825866699219"
"151","38.77819061279297","38.77819061279297","38.77819061279297"
"152","37.64958953857422","37.64958953857422","37.64958953857422"
"153","37.25118637084961","37.25118637084961","37.25118637084961"
"154","38.129913330078125","38.129913330078125","38.129913330078125"
"155","37.98362731933594","37.98362731933594","37.98362731933594"
"156","39.19566345214844","39.19566345214844","39.19566345214844"
"157","39.6351203918457","39.6351203918457","39.6351203918457"
"158","37.086585998535156","37.086585998535156","37.086585998535156"
"159","37.84162902832031","37.84162902832031","37.84162902832031"
"160","38.87983703613281","38.87983703613281","38.87983703613281"
"161","38.66531753540039","38.66531753540039","38.66531753540039"
"162","35.93022918701172","35.93022918701172","35.93022918701172"
"163","36.508506774902344","36.508506774902344","36.508506774902344"
"164","37.74100112915039","37.74100112915039","37.74100112915039"
"165","39.97629928588867","39.97629928588867","39.97629928588867"
"166","39.03672790527344","39.03672790527344","39.03672790527344"
"167","38.525634765625","38.525634765625","38.525634765625"
"168","37.66899871826172","37.66899871826172","37.66899871826172"
"169","37.33867645263672","37.33867645263672","37.33867645263672"
"170","38.44607925415039","38.44607925415039","38.44607925415039"
"171","38.12437438964844","38.12437438964844","38.12437438964844"
"172","36.97813034057617","36.97813034057617","36.97813034057617"
"173","35.86918640136719","35.86918640136719","35.86918640136719"
"174","37.51802444458008","37.51802444458008","37.51802444458008"
"175","40.42927551269531","40.42927551269531","40.42927551269531"
"176","38.73624801635742","38.73624801635742","38.73624801635742"
"177","36.329010009765625","36.329010009765625","36.329010009765625"
"178","37.83958053588867","37.83958053588867","37.83958053588867"
"179","37.1129264831543","37.1129264831543","37.1129264831543"
"180","38.030765533447266","38.030765533447266","38.030765533447266"
"181","37.4432258605957","37.4432258605957","37.4432258605957"
"182","40.05768585205078","40.05768585205078","40.05768585205078"
"183","39.8968505859375","39.8968505859375","39.8968505859375"
"184","36.764774322509766","36.764774322509766","36.764774322509766"
"185","37.41319274902344","37.41319274902344","37.41319274902344"
"186","37.082984924316406","37.082984924316406","37.082984924316406"
"187","38.59893798828125","38.59893798828125","38.59893798828125"
"188","38.63162612915039","38.63162612915039","38.63162612915039"
"189","38.31137466430664","38.31137466430664","38.31137466430664"
"190","39.29826736450195","39.29826736450195","39.29826736450195"
"191","36.600223541259766","36.600223541259766","36.600223541259766"
"192","38.991641998291016","38.991641998291016","38.991641998291016"
"193","36.83882522583008","36.83882522583008","36.83882522583008"
"194","39.288780212402344","39.288780212402344","39.288780212402344"
"195","38.73330307006836","38.73330307006836","38.73330307006836"
"196","37.623409271240234","37.623409271240234","37.623409271240234"
"197","38.92250442504883","38.92250442504883","38.92250442504883"
"198","36.975276947021484","36.975276947021484","36.975276947021484"
"199","37.685813903808594","37.685813903808594","37.685813903808594"
"200","39.663997650146484","39.663997650146484","39.663997650146484"
"201","38.2517204284668","38.2517204284668","38.2517204284668"
"202","38.459129333496094","38.459129333496094","38.459129333496094"
"203","39.11893081665039","39.11893081665039","39.11893081665039"
"204","39.13462829589844","39.13462829589844","39.13462829589844"
"205","39.12033462524414","39.12033462524414","39.12033462524414"
"206","37.91868591308594","37.91868591308594","37.91868591308594"
"207","36.559200286865234","36.559200286865234","36.559200286865234"
"208","39.32831954956055","39.32831954956055","39.32831954956055"
"209","38.47550964355469","38.47550964355469","38.47550964355469"
"210","40.66343688964844","40.66343688964844","40.66343688964844"
"211","41.00530242919922","41.00530242919922","41.00530242919922"
"212","37.74702835083008","37.74702835083008","37.74702835083008"
"213","37.56386947631836","37.56386947631836","37.56386947631836"
"214","38.47039031982422","38.47039031982422","38.47039031982422"
"215","38.826602935791016","38.826602935791016","38.826602935791016"
"216","37.84822082519531","37.84822082519531","37.84822082519531"
"217","39.2141227722168","39.2141227722168","39.2141227722168"
"218","37.075103759765625","37.075103759765625","37.075103759765625"
"219","39.85466384887695","39.85466384887695","39.85466384887695"
"220","37.97126770019531","37.97126770019531","37.97126770019531"
"221","36.83821105957031","36.83821105957031","36.83821105957031"
"222","38.454593658447266","38.454593658447266","38.454593658447266"
"223","37.92564010620117","37.92564010620117","37.92564010620117"
"224","39.6594352722168","39.6594352722168","39.6594352722168"
"225","37.557735443115234","37.557735443115234","37.557735443115234"
"226","39.71684265136719","39.71684265136719","39.71684265136719"
"227","38.20280456542969","38.20280456542969","38.20280456542969"
"228","36.299659729003906","36.299659729003906","36.299659729003906"
"229","38.952728271484375","38.952728271484375","38.952728271484375"
"230","38.7349739074707","38.7349739074707","38.7349739074707"
"231","38.077293395996094","38.077293395996094","38.077293395996094"
"232","39.25351333618164","39.25351333618164","39.25351333618164"
"233","39.4276123046875","39.4276123046875","39.4276123046875"
"234","37.492156982421875","37.492156982421875","37.492156982421875"
"235","39.095664978027344","39.095664978027344","39.095664978027344"
"236","38.55964660644531","38.55964660644531","38.55964660644531"
"237","38.331016540527344","38.331016540527344","38.331016540527344"
"238","36.38175582885742","36.38175582885742","36.38175582885742"
"239","39.720706939697266","39.720706939697266","39.720706939697266"
"240","38.38737106323242","38.38737106323242","38.38737106323242"
"241","39.88240051269531","39.88240051269531","39.88240051269531"
"242","37.34325408935547","37.34325408935547","37.34325408935547"
"243","37.070533752441406","37.070533752441406","37.070533752441406"
"244","38.764678955078125","38.764678955078125","38.764678955078125"
"245","36.61705017089844","36.61705017089844","36.61705017089844"
"246","38.974754333496094","38.974754333496094","38.974754333496094"
"247","38.260658264160156","38.260658264160156","38.260658264160156"
"248","37.038021087646484","37.038021087646484","37.038021087646484"
"249","37.751346588134766","37.751346588134766","37.751346588134766"
"250","36.45182800292969","36.45182800292969","36.45182800292969"
"251","37.60561752319336","37.60561752319336","37.60561752319336"
"252","39.72446823120117","39.72446823120117","39.72446823120117"
"253","39.20417785644531","39.20417785644531","39.20417785644531"
"254","38.50202560424805","38.50202560424805","38.50202560424805"
"255","36.001373291015625","36.001373291015625","36.001373291015625"
"256","36.84436798095703","36.84436798095703","36.84436798095703"
"257","39.52289962768555","39.52289962768555","39.52289962768555"
"258","36.34444046020508","36.34444046020508","36.34444046020508"
"259","38.146846771240234","38.146846771240234","38.146846771240234"
"260","39.336631774902344","39.336631774902344","39.336631774902344"
"261","38.44569396972656","38.44569396972656","38.44569396972656"
"262","38.55773162841797","38.55773162841797","38.55773162841797"
"263","38.76850128173828","38.76850128173828","38.76850128173828"
"264","36.72981262207031","36.72981262207031","36.72981262207031"
"265","38.04476547241211","38.04476547241211","38.04476547241211"
"266","36.59440994262695","36.59440994262695","36.59440994262695"
"267","38.82493209838867","38.82493209838867","38.82493209838867"
"268","39.43888854980469","39.43888854980469","39.43888854980469"
"269","38.81027603149414","38.81027603149414","38.81027603149414"
"270","39.613380432128906","39.613380432128906","39.613380432128906"
"271","37.23374938964844","37.23374938964844","37.23374938964844"
"272","37.11273956298828","37.11273956298828","37.11273956298828"
"273","37.022979736328125","37.022979736328125","37.022979736328125"
"274","39.70016098022461","39.70016098022461","39.70016098022461"
"275","39.485023498535156","39.485023498535156","39.485023498535156"
"276","37.76984405517578","37.76984405517578","37.76984405517578"
"277","40.34527587890625","40.34527587890625","40.34527587890625"
"278","39.04227828979492","39.04227828979492","39.04227828979492"
"279","36.6919059753418","36.6919059753418","36.6919059753418"
"280","37.67409133911133","37.67409133911133","37.67409133911133"
"281","37.97364807128906","37.97364807128906","37.97364807128906"
"282","40.801204681396484","40.801204681396484","40.801204681396484"
"283","36.66948699951172","36.66948699951172","36.66948699951172"
"284","37.732948303222656","37.732948303222656","37.732948303222656"
"285","38.75920867919922","38.75920867919922","38.75920867919922"
"286","37.69857406616211","37.69857406616211","37.69857406616211"
"287","38.13045883178711","38.13045883178711","38.13045883178711"
"288","37.35028076171875","37.35028076171875","37.35028076171875"
"289","36.299095153808594","36.299095153808594","36.299095153808594"
"290","38.22575378417969","38.22575378417969","38.22575378417969"
"291","37.6654167175293","37.6654167175293","37.6654167175293"
"292","37.20418167114258","37.20418167114258","37.20418167114258"
"293","36.97417068481445","36.97417068481445","36.97417068481445"
"294","38.45405578613281","38.45405578613281","38.45405578613281"
"295","38.85818099975586","38.85818099975586","38.85818099975586"
"296","37.56229782104492","37.56229782104492","37.56229782104492"
"297","38.269325256347656","38.269325256347656","38.269325256347656"
"298","38.557106018066406","38.557106018066406","38.557106018066406"
"299","37.6796875","37.6796875","37.6796875"
"300","39.055870056152344","39.055870056152344","39.055870056152344"
"301","36.53630447387695","36.53630447387695","36.53630447387695"
"302","39.159576416015625","39.159576416015625","39.159576416015625"
"303","39.401214599609375","39.401214599609375","39.401214599609375"
"304","39.790496826171875","39.790496826171875","39.790496826171875"
"305","37.50925827026367","37.50925827026367","37.50925827026367"
"306","37.1379508972168","37.1379508972168","37.1379508972168"
"307","36.62046813964844","36.62046813964844","36.62046813964844"
"308","39.69509506225586","39.69509506225586","39.69509506225586"
"309","37.8243408203125","37.8243408203125","37.8243408203125"
"310","37.636390686035156","37.636390686035156","37.636390686035156"
"311","37.161293029785156","37.161293029785156","37.161293029785156"
"312","37.86404037475586","37.86404037475586","37.86404037475586"
"313","38.18008041381836","38.18008041381836","38.18008041381836"
"314","39.265167236328125","39.265167236328125","39.265167236328125"
"315","37.45112228393555","37.45112228393555","37.45112228393555"
"316","37.91569519042969","37.91569519042969","37.91569519042969"
"317","39.622276306152344","39.622276306152344","39.622276306152344"
"318","37.90689468383789","37.90689468383789","37.90689468383789"
"319","39.103031158447266","39.103031158447266","39.103031158447266"
"320","39.843505859375","39.843505859375","39.843505859375"
"321","40.89069366455078","40.89069366455078","40.89069366455078"
"322","38.35439682006836","38.35439682006836","38.35439682006836"
"323","37.79780578613281","37.79780578613281","37.79780578613281"
"324","36.141143798828125","36.141143798828125","36.141143798828125"
"325","36.11088562011719","36.11088562011719","36.11088562011719"
"326","37.5504264831543","37.5504264831543","37.5504264831543"
"327","39.8218994140625","39.8218994140625","39.8218994140625"
"328","37.91049575805664","37.91049575805664","37.91049575805664"
"329","38.08063507080078","38.08063507080078","38.08063507080078"
"330","37.46349334716797","37.46349334716797","37.46349334716797"
"331","37.084136962890625","37.084136962890625","37.084136962890625"
"332","37.907691955566406","37.907691955566406","37.907691955566406"
"333","37.64116287231445","37.64116287231445","37.64116287231445"
"334","39.163177490234375","39.163177490234375","39.163177490234375"
"335","38.33277893066406","38.33277893066406","38.33277893066406"
"336","38.08531951904297","38.08531951904297","38.08531951904297"
"337","40.949337005615234","40.949337005615234","40.949337005615234"
"338","37.366455078125","37.366455078125","37.366455078125"
"339","36.136295318603516","36.136295318603516","36.136295318603516"
"340","36.79554748535156","36.79554748535156","36.79554748535156"
"341","40.45988464355469","40.45988464355469","40.45988464355469"
"342","36.25025177001953","36.25025177001953","36.25025177001953"
"343","38.57596206665039","38.57596206665039","38.57596206665039"
"344","38.07432556152344","38.07432556152344","38.07432556152344"
"345","38.74761199951172","38.74761199951172","38.74761199951172"
"346","38.351593017578125","38.351593017578125","38.351593017578125"
"347","38.86277770996094","38.86277770996094","38.86277770996094"
"348","36.794822692871094","36.794822692871094","36.794822692871094"
"349","41.350711822509766","41.350711822509766","41.350711822509766"
"350","36.62995910644531","36.62995910644531","36.62995910644531"
"351","38.18614196777344","38.18614196777344","38.18614196777344"
"352","39.44021224975586","39.44021224975586","39.44021224975586"
"353","38.9948616027832","38.9948616027832","38.9948616027832"
"354","38.18593978881836","38.18593978881836","38.18593978881836"
"355","38.75183868408203","38.75183868408203","38.75183868408203"
"356","37.19898986816406","37.19898986816406","37.19898986816406"
"357","38.49532699584961","38.49532699584961","38.49532699584961"
"358","38.41044616699219","38.41044616699219","38.41044616699219"
"359","37.24216842651367","37.24216842651367","37.24216842651367"
"360","39.778717041015625","39.778717041015625","39.778717041015625"
"361","37.833492279052734","37.833492279052734","37.833492279052734"
"362","37.57880401611328","37.57880401611328","37.57880401611328"
"363","38.69157028198242","38.69157028198242","38.69157028198242"
"364","36.21164321899414","36.21164321899414","36.21164321899414"
"365","40.749656677246094","40.749656677246094","40.749656677246094"
"366","36.03239440917969","36.03239440917969","36.03239440917969"
"367","37.45933151245117","37.45933151245117","37.45933151245117"
"368","37.092247009277344","37.092247009277344","37.092247009277344"
"369","37.44357681274414","37.44357681274414","37.44357681274414"
"370","38.836944580078125","38.836944580078125","38.836944580078125"
"371","36.924591064453125","36.924591064453125","36.924591064453125"
"372","37.979862213134766","37.979862213134766","37.979862213134766"
"373","36.15703201293945","36.15703201293945","36.15703201293945"
"374","39.529693603515625","39.529693603515625","39.529693603515625"
"375","37.47603988647461","37.47603988647461","37.47603988647461"
"376","37.47842788696289","37.47842788696289","37.47842788696289"
"377","37.9055061340332","37.9055061340332","37.9055061340332"
"378","41.67205047607422","41.67205047607422","41.67205047607422"
"379","37.98356628417969","37.98356628417969","37.98356628417969"
"380","38.770965576171875","38.770965576171875","38.770965576171875"
"381","38.189476013183594","38.189476013183594","38.189476013183594"
"382","39.33655548095703","39.33655548095703","39.33655548095703"
"383","37.82890701293945","37.82890701293945","37.82890701293945"
"384","37.67595291137695","37.67595291137695","37.67595291137695"
"385","37.98643493652344","37.98643493652344","37.98643493652344"
"386","38.20264434814453","38.20264434814453","38.20264434814453"
"387","38.043216705322266","38.043216705322266","38.043216705322266"
"388","36.29745101928711","36.29745101928711","36.29745101928711"
"389","36.91801834106445","36.91801834106445","36.91801834106445"
"390","38.3482551574707","38.3482551574707","38.3482551574707"
"391","38.76311111450195","38.76311111450195","38.76311111450195"
"392","37.05732727050781","37.05732727050781","37.05732727050781"
"393","37.695491790771484","37.695491790771484","37.695491790771484"
"394","38.3382453918457","38.3382453918457","38.3382453918457"
"395","38.47731018066406","38.47731018066406","38.47731018066406"
"396","38.308837890625","38.308837890625","38.308837890625"
"397","36.00183868408203","36.00183868408203","36.00183868408203"
"398","39.8507080078125","39.8507080078125","39.8507080078125"
"399","37.52338409423828","37.52338409423828","37.52338409423828"
"400","39.013587951660156","39.013587951660156","39.013587951660156"
"401","37.083984375","37.083984375","37.083984375"
"402","36.37873840332031","36.37873840332031","36.37873840332031"
"403","36.23222351074219","36.23222351074219","36.23222351074219"
"404","39.29182052612305","39.29182052612305","39.29182052612305"
"405","37.11949157714844","37.11949157714844","37.11949157714844"
"406","38.06023025512695","38.06023025512695","38.06023025512695"
"407","36.38092803955078","36.38092803955078","36.38092803955078"
"408","37.57832717895508","37.57832717895508","37.57832717895508"
"409","40.04649353027344","40.04649353027344","40.04649353027344"
"410","37.066429138183594","37.066429138183594","37.066429138183594"
"411","38.60770797729492","38.60770797729492","38.60770797729492"
"412","36.78383255004883","36.78383255004883","36.78383255004883"
"413","37.92152404785156","37.92152404785156","37.92152404785156"
"414","38.25249099731445","38.25249099731445","38.25249099731445"
"415","36.717918395996094","36.717918395996094","36.717918395996094"
"416","37.224212646484375","37.224212646484375","37.224212646484375"
"417","36.43960189819336","36.43960189819336","36.43960189819336"
"418","35.45961380004883","35.45961380004883","35.45961380004883"
"419","35.23735046386719","35.23735046386719","35.23735046386719"
"420","38.93756103515625","38.93756103515625","38.93756103515625"
"421","37.500038146972656","37.500038146972656","37.500038146972656"
"422","37.444393157958984","37.444393157958984","37.444393157958984"
"423","38.87586212158203","38.87586212158203","38.87586212158203"
"424","37.9807014465332","37.9807014465332","37.9807014465332"
"425","36.84975051879883","36.84975051879883","36.84975051879883"
"426","38.61000442504883","38.61000442504883","38.61000442504883"
"427","36.88764572143555","36.88764572143555","36.88764572143555"
"428","37.86185836791992","37.86185836791992","37.86185836791992"
"429","37.36051559448242","37.36051559448242","37.36051559448242"
"430","37.2420654296875","37.2420654296875","37.2420654296875"
"431","34.55561828613281","34.55561828613281","34.55561828613281"
"432","35.93449401855469","35.93449401855469","35.93449401855469"
"433","37.81134033203125","37.81134033203125","37.81134033203125"
"434","38.52023696899414","38.52023696899414","38.52023696899414"
"435","37.791526794433594","37.791526794433594","37.791526794433594"
"436","36.3343505859375","36.3343505859375","36.3343505859375"
"437","38.85640335083008","38.85640335083008","38.85640335083008"
"438","35.56330490112305","35.56330490112305","35.56330490112305"
"439","37.00742721557617","37.00742721557617","37.00742721557617"
"440","36.201271057128906","36.201271057128906","36.201271057128906"
"441","37.40599060058594","37.40599060058594","37.40599060058594"
"442","38.61102294921875","38.61102294921875","38.61102294921875"
"443","39.57272720336914","39.57272720336914","39.57272720336914"
"444","36.66433334350586","36.66433334350586","36.66433334350586"
"445","38.1239128112793","38.1239128112793","38.1239128112793"
"446","36.49419403076172","36.49419403076172","36.49419403076172"
"447","36.97462844848633","36.97462844848633","36.97462844848633"
"448","36.90800476074219","36.90800476074219","36.90800476074219"
"449","37.60439682006836","37.60439682006836","37.60439682006836"
"450","36.739418029785156","36.739418029785156","36.739418029785156"
"451","36.75978088378906","36.75978088378906","36.75978088378906"
"452","38.91464614868164","38.91464614868164","38.91464614868164"
"453","38.997154235839844","38.997154235839844","38.997154235839844"
"454","37.51387023925781","37.51387023925781","37.51387023925781"
"455","37.53479766845703","37.53479766845703","37.53479766845703"
"456","36.524688720703125","36.524688720703125","36.524688720703125"
"457","37.46330642700195","37.46330642700195","37.46330642700195"
"458","35.54779815673828","35.54779815673828","35.54779815673828"
"459","39.114707946777344","39.114707946777344","39.114707946777344"
"460","36.68236541748047","36.68236541748047","36.68236541748047"
"461","35.912498474121094","35.912498474121094","35.912498474121094"
"462","36.148345947265625","36.148345947265625","36.148345947265625"
"463","38.46281051635742","38.46281051635742","38.46281051635742"
"464","38.03824996948242","38.03824996948242","38.03824996948242"
"465","36.965084075927734","36.965084075927734","36.965084075927734"
"466","38.50017547607422","38.50017547607422","38.50017547607422"
"467","36.730674743652344","36.730674743652344","36.730674743652344"
"468","37.86272430419922","37.86272430419922","37.86272430419922"
"469","37.42488479614258","37.42488479614258","37.42488479614258"
"470","37.390525817871094","37.390525817871094","37.390525817871094"
"471","37.36714172363281","37.36714172363281","37.36714172363281"
"472","39.296356201171875","39.296356201171875","39.296356201171875"
"473","37.498626708984375","37.498626708984375","37.498626708984375"
"474","37.46403121948242","37.46403121948242","37.46403121948242"
"475","37.36376953125","37.36376953125","37.36376953125"
"476","37.288909912109375","37.288909912109375","37.288909912109375"
"477","38.65577697753906","38.65577697753906","38.65577697753906"
"478","36.512088775634766","36.512088775634766","36.512088775634766"
"479","39.7940673828125","39.7940673828125","39.7940673828125"
"480","37.72257614135742","37.72257614135742","37.72257614135742"
"481","37.28182601928711","37.28182601928711","37.28182601928711"
"482","39.83424758911133","39.83424758911133","39.83424758911133"
"483","34.296138763427734","34.296138763427734","34.296138763427734"
"484","38.21657943725586","38.21657943725586","38.21657943725586"
"485","37.1201171875","37.1201171875","37.1201171875"
"486","37.9758186340332","37.9758186340332","37.9758186340332"
"487","39.19273376464844","39.19273376464844","39.19273376464844"
"488","38.99640655517578","38.99640655517578","38.99640655517578"
"489","38.655208587646484","38.655208587646484","38.655208587646484"
"490","36.43026351928711","36.43026351928711","36.43026351928711"
"491","37.48883819580078","37.48883819580078","37.48883819580078"
"492","36.75094985961914","36.75094985961914","36.75094985961914"
"493","36.139503479003906","36.139503479003906","36.139503479003906"
"494","37.80998992919922","37.80998992919922","37.80998992919922"
