"Step","male_silero - loss/g/dur","male_silero - loss/g/dur__MIN","male_silero - loss/g/dur__MAX"
"98","2.2913312911987305","2.2913312911987305","2.2913312911987305"
"99","2.049873113632202","2.049873113632202","2.049873113632202"
"100","2.236109972000122","2.236109972000122","2.236109972000122"
"101","2.2915942668914795","2.2915942668914795","2.2915942668914795"
"102","2.1224119663238525","2.1224119663238525","2.1224119663238525"
"103","2.4569811820983887","2.4569811820983887","2.4569811820983887"
"104","2.3593907356262207","2.3593907356262207","2.3593907356262207"
"105","2.2795848846435547","2.2795848846435547","2.2795848846435547"
"106","2.2043724060058594","2.2043724060058594","2.2043724060058594"
"107","2.120248556137085","2.120248556137085","2.120248556137085"
"108","2.2519779205322266","2.2519779205322266","2.2519779205322266"
"109","2.248152017593384","2.248152017593384","2.248152017593384"
"110","2.166853189468384","2.166853189468384","2.166853189468384"
"111","2.2127296924591064","2.2127296924591064","2.2127296924591064"
"112","2.3764591217041016","2.3764591217041016","2.3764591217041016"
"113","2.145425796508789","2.145425796508789","2.145425796508789"
"114","2.161691904067993","2.161691904067993","2.161691904067993"
"115","2.1116652488708496","2.1116652488708496","2.1116652488708496"
"116","2.2340354919433594","2.2340354919433594","2.2340354919433594"
"117","2.108480930328369","2.108480930328369","2.108480930328369"
"118","2.3626322746276855","2.3626322746276855","2.3626322746276855"
"119","2.2993781566619873","2.2993781566619873","2.2993781566619873"
"120","2.065560817718506","2.065560817718506","2.065560817718506"
"121","2.35640549659729","2.35640549659729","2.35640549659729"
"122","2.0893311500549316","2.0893311500549316","2.0893311500549316"
"123","2.087141513824463","2.087141513824463","2.087141513824463"
"124","2.129946708679199","2.129946708679199","2.129946708679199"
"125","2.1368038654327393","2.1368038654327393","2.1368038654327393"
"126","2.185607433319092","2.185607433319092","2.185607433319092"
"127","2.2114744186401367","2.2114744186401367","2.2114744186401367"
"128","2.353945255279541","2.353945255279541","2.353945255279541"
"129","2.211991310119629","2.211991310119629","2.211991310119629"
"130","2.171114206314087","2.171114206314087","2.171114206314087"
"131","2.1214115619659424","2.1214115619659424","2.1214115619659424"
"132","2.148987293243408","2.148987293243408","2.148987293243408"
"133","2.0037896633148193","2.0037896633148193","2.0037896633148193"
"134","2.028203248977661","2.028203248977661","2.028203248977661"
"135","2.2620458602905273","2.2620458602905273","2.2620458602905273"
"136","2.2349929809570312","2.2349929809570312","2.2349929809570312"
"137","2.2461767196655273","2.2461767196655273","2.2461767196655273"
"138","2.16813325881958","2.16813325881958","2.16813325881958"
"139","2.253347873687744","2.253347873687744","2.253347873687744"
"140","2.1765501499176025","2.1765501499176025","2.1765501499176025"
"141","1.982942819595337","1.982942819595337","1.982942819595337"
"142","2.113894462585449","2.113894462585449","2.113894462585449"
"143","2.2929110527038574","2.2929110527038574","2.2929110527038574"
"144","2.0991384983062744","2.0991384983062744","2.0991384983062744"
"145","2.120499849319458","2.120499849319458","2.120499849319458"
"146","2.267000198364258","2.267000198364258","2.267000198364258"
"147","2.127849578857422","2.127849578857422","2.127849578857422"
"148","2.3290462493896484","2.3290462493896484","2.3290462493896484"
"149","2.256755828857422","2.256755828857422","2.256755828857422"
"150","2.2101259231567383","2.2101259231567383","2.2101259231567383"
"151","2.171137809753418","2.171137809753418","2.171137809753418"
"152","2.294583320617676","2.294583320617676","2.294583320617676"
"153","2.089700698852539","2.089700698852539","2.089700698852539"
"154","2.231334686279297","2.231334686279297","2.231334686279297"
"155","2.2360193729400635","2.2360193729400635","2.2360193729400635"
"156","2.2603816986083984","2.2603816986083984","2.2603816986083984"
"157","2.2712295055389404","2.2712295055389404","2.2712295055389404"
"158","2.1563239097595215","2.1563239097595215","2.1563239097595215"
"159","2.258207321166992","2.258207321166992","2.258207321166992"
"160","2.2600550651550293","2.2600550651550293","2.2600550651550293"
"161","2.1960995197296143","2.1960995197296143","2.1960995197296143"
"162","2.121481418609619","2.121481418609619","2.121481418609619"
"163","2.2032363414764404","2.2032363414764404","2.2032363414764404"
"164","2.162656784057617","2.162656784057617","2.162656784057617"
"165","2.132852554321289","2.132852554321289","2.132852554321289"
"166","2.097571849822998","2.097571849822998","2.097571849822998"
"167","2.066340923309326","2.066340923309326","2.066340923309326"
"168","2.245645523071289","2.245645523071289","2.245645523071289"
"169","2.3012654781341553","2.3012654781341553","2.3012654781341553"
"170","2.1880531311035156","2.1880531311035156","2.1880531311035156"
"171","2.2550160884857178","2.2550160884857178","2.2550160884857178"
"172","2.355884552001953","2.355884552001953","2.355884552001953"
"173","2.2039995193481445","2.2039995193481445","2.2039995193481445"
"174","2.2215139865875244","2.2215139865875244","2.2215139865875244"
"175","2.307126045227051","2.307126045227051","2.307126045227051"
"176","2.2848687171936035","2.2848687171936035","2.2848687171936035"
"177","2.236844778060913","2.236844778060913","2.236844778060913"
"178","2.154895544052124","2.154895544052124","2.154895544052124"
"179","2.2059311866760254","2.2059311866760254","2.2059311866760254"
"180","2.228825092315674","2.228825092315674","2.228825092315674"
"181","2.1667063236236572","2.1667063236236572","2.1667063236236572"
"182","2.18939208984375","2.18939208984375","2.18939208984375"
"183","2.2218308448791504","2.2218308448791504","2.2218308448791504"
"184","2.28244686126709","2.28244686126709","2.28244686126709"
"185","2.0363006591796875","2.0363006591796875","2.0363006591796875"
"186","2.3389382362365723","2.3389382362365723","2.3389382362365723"
"187","2.1617486476898193","2.1617486476898193","2.1617486476898193"
"188","2.0745320320129395","2.0745320320129395","2.0745320320129395"
"189","2.5188746452331543","2.5188746452331543","2.5188746452331543"
"190","2.184598922729492","2.184598922729492","2.184598922729492"
"191","2.1454455852508545","2.1454455852508545","2.1454455852508545"
"192","2.087982654571533","2.087982654571533","2.087982654571533"
"193","2.2258284091949463","2.2258284091949463","2.2258284091949463"
"194","2.152980327606201","2.152980327606201","2.152980327606201"
"195","2.2073357105255127","2.2073357105255127","2.2073357105255127"
"196","2.0649659633636475","2.0649659633636475","2.0649659633636475"
"197","2.177544116973877","2.177544116973877","2.177544116973877"
"198","2.15934157371521","2.15934157371521","2.15934157371521"
"199","2.116551399230957","2.116551399230957","2.116551399230957"
"200","2.084500312805176","2.084500312805176","2.084500312805176"
"201","2.200361728668213","2.200361728668213","2.200361728668213"
"202","2.2586750984191895","2.2586750984191895","2.2586750984191895"
"203","2.137803554534912","2.137803554534912","2.137803554534912"
"204","2.1876473426818848","2.1876473426818848","2.1876473426818848"
"205","2.457552909851074","2.457552909851074","2.457552909851074"
"206","2.181635856628418","2.181635856628418","2.181635856628418"
"207","2.2752492427825928","2.2752492427825928","2.2752492427825928"
"208","2.2035179138183594","2.2035179138183594","2.2035179138183594"
"209","2.230355978012085","2.230355978012085","2.230355978012085"
"210","2.233428716659546","2.233428716659546","2.233428716659546"
"211","2.2985548973083496","2.2985548973083496","2.2985548973083496"
"212","2.224229335784912","2.224229335784912","2.224229335784912"
"213","2.131700038909912","2.131700038909912","2.131700038909912"
"214","2.154052257537842","2.154052257537842","2.154052257537842"
"215","2.257546901702881","2.257546901702881","2.257546901702881"
"216","2.2327141761779785","2.2327141761779785","2.2327141761779785"
"217","2.3088722229003906","2.3088722229003906","2.3088722229003906"
"218","2.215921640396118","2.215921640396118","2.215921640396118"
"219","2.13966965675354","2.13966965675354","2.13966965675354"
"220","2.1353096961975098","2.1353096961975098","2.1353096961975098"
"221","2.251115322113037","2.251115322113037","2.251115322113037"
"222","2.141599178314209","2.141599178314209","2.141599178314209"
"223","2.092597484588623","2.092597484588623","2.092597484588623"
"224","2.1491332054138184","2.1491332054138184","2.1491332054138184"
"225","2.144155740737915","2.144155740737915","2.144155740737915"
"226","2.16524600982666","2.16524600982666","2.16524600982666"
"227","2.10296368598938","2.10296368598938","2.10296368598938"
"228","2.173013687133789","2.173013687133789","2.173013687133789"
"229","2.141162395477295","2.141162395477295","2.141162395477295"
"230","2.1015336513519287","2.1015336513519287","2.1015336513519287"
"231","2.1037397384643555","2.1037397384643555","2.1037397384643555"
"232","2.0995144844055176","2.0995144844055176","2.0995144844055176"
"233","2.320267677307129","2.320267677307129","2.320267677307129"
"234","2.160961151123047","2.160961151123047","2.160961151123047"
"235","2.1186513900756836","2.1186513900756836","2.1186513900756836"
"236","2.1329126358032227","2.1329126358032227","2.1329126358032227"
"237","2.2237889766693115","2.2237889766693115","2.2237889766693115"
"238","2.10965633392334","2.10965633392334","2.10965633392334"
"239","2.19771671295166","2.19771671295166","2.19771671295166"
"240","2.259089469909668","2.259089469909668","2.259089469909668"
"241","2.4018428325653076","2.4018428325653076","2.4018428325653076"
"242","2.2132811546325684","2.2132811546325684","2.2132811546325684"
"243","2.1597213745117188","2.1597213745117188","2.1597213745117188"
"244","2.202537775039673","2.202537775039673","2.202537775039673"
"245","2.0773558616638184","2.0773558616638184","2.0773558616638184"
"246","2.130577564239502","2.130577564239502","2.130577564239502"
"247","2.165473699569702","2.165473699569702","2.165473699569702"
"248","2.0445668697357178","2.0445668697357178","2.0445668697357178"
"249","2.392416477203369","2.392416477203369","2.392416477203369"
"250","2.000293493270874","2.000293493270874","2.000293493270874"
"251","2.0867624282836914","2.0867624282836914","2.0867624282836914"
"252","2.128748893737793","2.128748893737793","2.128748893737793"
"253","2.25173282623291","2.25173282623291","2.25173282623291"
"254","2.303530216217041","2.303530216217041","2.303530216217041"
"255","2.262845993041992","2.262845993041992","2.262845993041992"
"256","2.1227898597717285","2.1227898597717285","2.1227898597717285"
"257","2.1047401428222656","2.1047401428222656","2.1047401428222656"
"258","2.026005506515503","2.026005506515503","2.026005506515503"
"259","2.0611729621887207","2.0611729621887207","2.0611729621887207"
"260","2.4730260372161865","2.4730260372161865","2.4730260372161865"
"261","2.1324353218078613","2.1324353218078613","2.1324353218078613"
"262","2.2839324474334717","2.2839324474334717","2.2839324474334717"
"263","2.3127002716064453","2.3127002716064453","2.3127002716064453"
"264","2.0263872146606445","2.0263872146606445","2.0263872146606445"
"265","2.0507965087890625","2.0507965087890625","2.0507965087890625"
"266","2.137402057647705","2.137402057647705","2.137402057647705"
"267","2.1791090965270996","2.1791090965270996","2.1791090965270996"
"268","2.329712390899658","2.329712390899658","2.329712390899658"
"269","2.090869903564453","2.090869903564453","2.090869903564453"
"270","2.3670005798339844","2.3670005798339844","2.3670005798339844"
"271","2.229710578918457","2.229710578918457","2.229710578918457"
"272","2.1869089603424072","2.1869089603424072","2.1869089603424072"
"273","2.074800491333008","2.074800491333008","2.074800491333008"
"274","2.3556671142578125","2.3556671142578125","2.3556671142578125"
"275","2.152369976043701","2.152369976043701","2.152369976043701"
"276","2.1355133056640625","2.1355133056640625","2.1355133056640625"
"277","2.1151604652404785","2.1151604652404785","2.1151604652404785"
"278","2.085860013961792","2.085860013961792","2.085860013961792"
"279","2.1845314502716064","2.1845314502716064","2.1845314502716064"
"280","2.0482659339904785","2.0482659339904785","2.0482659339904785"
"281","2.148149251937866","2.148149251937866","2.148149251937866"
"282","2.3643269538879395","2.3643269538879395","2.3643269538879395"
"283","2.12699294090271","2.12699294090271","2.12699294090271"
"284","2.1326708793640137","2.1326708793640137","2.1326708793640137"
"285","2.3199384212493896","2.3199384212493896","2.3199384212493896"
"286","2.126999855041504","2.126999855041504","2.126999855041504"
"287","2.3133111000061035","2.3133111000061035","2.3133111000061035"
"288","2.231257677078247","2.231257677078247","2.231257677078247"
"289","2.114816665649414","2.114816665649414","2.114816665649414"
"290","2.208857536315918","2.208857536315918","2.208857536315918"
"291","2.1930363178253174","2.1930363178253174","2.1930363178253174"
"292","2.107858657836914","2.107858657836914","2.107858657836914"
"293","2.122530937194824","2.122530937194824","2.122530937194824"
"294","2.041839599609375","2.041839599609375","2.041839599609375"
"295","2.2700228691101074","2.2700228691101074","2.2700228691101074"
"296","2.0804431438446045","2.0804431438446045","2.0804431438446045"
"297","2.0586304664611816","2.0586304664611816","2.0586304664611816"
"298","2.180874824523926","2.180874824523926","2.180874824523926"
"299","2.069615602493286","2.069615602493286","2.069615602493286"
"300","2.2205810546875","2.2205810546875","2.2205810546875"
"301","2.1808810234069824","2.1808810234069824","2.1808810234069824"
"302","2.1380345821380615","2.1380345821380615","2.1380345821380615"
"303","2.2457094192504883","2.2457094192504883","2.2457094192504883"
"304","2.297715187072754","2.297715187072754","2.297715187072754"
"305","2.053311824798584","2.053311824798584","2.053311824798584"
"306","2.181562900543213","2.181562900543213","2.181562900543213"
"307","2.069617509841919","2.069617509841919","2.069617509841919"
"308","2.3105740547180176","2.3105740547180176","2.3105740547180176"
"309","2.2863986492156982","2.2863986492156982","2.2863986492156982"
"310","2.2444677352905273","2.2444677352905273","2.2444677352905273"
"311","2.2852540016174316","2.2852540016174316","2.2852540016174316"
"312","2.198540210723877","2.198540210723877","2.198540210723877"
"313","2.1780643463134766","2.1780643463134766","2.1780643463134766"
"314","2.28497314453125","2.28497314453125","2.28497314453125"
"315","2.2348179817199707","2.2348179817199707","2.2348179817199707"
"316","2.194685220718384","2.194685220718384","2.194685220718384"
"317","2.3112406730651855","2.3112406730651855","2.3112406730651855"
"318","2.2522408962249756","2.2522408962249756","2.2522408962249756"
"319","2.0928285121917725","2.0928285121917725","2.0928285121917725"
"320","2.0441651344299316","2.0441651344299316","2.0441651344299316"
"321","2.113179922103882","2.113179922103882","2.113179922103882"
"322","2.126400947570801","2.126400947570801","2.126400947570801"
"323","2.1659369468688965","2.1659369468688965","2.1659369468688965"
"324","2.0977871417999268","2.0977871417999268","2.0977871417999268"
"325","2.2064201831817627","2.2064201831817627","2.2064201831817627"
"326","2.362043619155884","2.362043619155884","2.362043619155884"
"327","2.2234609127044678","2.2234609127044678","2.2234609127044678"
"328","2.185713052749634","2.185713052749634","2.185713052749634"
"329","2.1571295261383057","2.1571295261383057","2.1571295261383057"
"330","2.1435699462890625","2.1435699462890625","2.1435699462890625"
"331","2.0405471324920654","2.0405471324920654","2.0405471324920654"
"332","2.2130069732666016","2.2130069732666016","2.2130069732666016"
"333","2.2528905868530273","2.2528905868530273","2.2528905868530273"
"334","2.1299209594726562","2.1299209594726562","2.1299209594726562"
"335","2.1547460556030273","2.1547460556030273","2.1547460556030273"
"336","2.1595702171325684","2.1595702171325684","2.1595702171325684"
"337","2.37721586227417","2.37721586227417","2.37721586227417"
"338","2.3143842220306396","2.3143842220306396","2.3143842220306396"
"339","2.1893246173858643","2.1893246173858643","2.1893246173858643"
"340","2.278998613357544","2.278998613357544","2.278998613357544"
"341","2.067187786102295","2.067187786102295","2.067187786102295"
"342","2.0906286239624023","2.0906286239624023","2.0906286239624023"
"343","2.1019346714019775","2.1019346714019775","2.1019346714019775"
"344","2.1897289752960205","2.1897289752960205","2.1897289752960205"
"345","2.2453649044036865","2.2453649044036865","2.2453649044036865"
"346","2.22513484954834","2.22513484954834","2.22513484954834"
"347","2.176197052001953","2.176197052001953","2.176197052001953"
"348","2.1005077362060547","2.1005077362060547","2.1005077362060547"
"349","2.507737159729004","2.507737159729004","2.507737159729004"
"350","2.0943808555603027","2.0943808555603027","2.0943808555603027"
"351","2.0666768550872803","2.0666768550872803","2.0666768550872803"
"352","2.1650567054748535","2.1650567054748535","2.1650567054748535"
"353","2.1748859882354736","2.1748859882354736","2.1748859882354736"
"354","2.147761821746826","2.147761821746826","2.147761821746826"
"355","2.2790396213531494","2.2790396213531494","2.2790396213531494"
"356","2.102728843688965","2.102728843688965","2.102728843688965"
"357","2.175687551498413","2.175687551498413","2.175687551498413"
"358","2.1403050422668457","2.1403050422668457","2.1403050422668457"
"359","2.235053777694702","2.235053777694702","2.235053777694702"
"360","2.0471575260162354","2.0471575260162354","2.0471575260162354"
"361","2.1913836002349854","2.1913836002349854","2.1913836002349854"
"362","2.0740110874176025","2.0740110874176025","2.0740110874176025"
"363","2.2986130714416504","2.2986130714416504","2.2986130714416504"
"364","2.1195037364959717","2.1195037364959717","2.1195037364959717"
"365","2.1896023750305176","2.1896023750305176","2.1896023750305176"
"366","2.1588175296783447","2.1588175296783447","2.1588175296783447"
"367","2.1399664878845215","2.1399664878845215","2.1399664878845215"
"368","2.1780776977539062","2.1780776977539062","2.1780776977539062"
"369","2.1760356426239014","2.1760356426239014","2.1760356426239014"
"370","2.1675915718078613","2.1675915718078613","2.1675915718078613"
"371","2.1073625087738037","2.1073625087738037","2.1073625087738037"
"372","2.1063716411590576","2.1063716411590576","2.1063716411590576"
"373","2.0558266639709473","2.0558266639709473","2.0558266639709473"
"374","2.2661290168762207","2.2661290168762207","2.2661290168762207"
"375","2.1565754413604736","2.1565754413604736","2.1565754413604736"
"376","2.0020570755004883","2.0020570755004883","2.0020570755004883"
"377","2.1142332553863525","2.1142332553863525","2.1142332553863525"
"378","2.233038902282715","2.233038902282715","2.233038902282715"
"379","2.084007740020752","2.084007740020752","2.084007740020752"
"380","2.3495373725891113","2.3495373725891113","2.3495373725891113"
"381","2.307636260986328","2.307636260986328","2.307636260986328"
"382","2.2337429523468018","2.2337429523468018","2.2337429523468018"
"383","2.245584487915039","2.245584487915039","2.245584487915039"
"384","2.035215377807617","2.035215377807617","2.035215377807617"
"385","2.2185497283935547","2.2185497283935547","2.2185497283935547"
"386","2.2608351707458496","2.2608351707458496","2.2608351707458496"
"387","2.1357545852661133","2.1357545852661133","2.1357545852661133"
"388","2.130129814147949","2.130129814147949","2.130129814147949"
"389","2.2833876609802246","2.2833876609802246","2.2833876609802246"
"390","2.1509573459625244","2.1509573459625244","2.1509573459625244"
"391","2.079029083251953","2.079029083251953","2.079029083251953"
"392","2.1242802143096924","2.1242802143096924","2.1242802143096924"
"393","2.257687568664551","2.257687568664551","2.257687568664551"
"394","2.0202953815460205","2.0202953815460205","2.0202953815460205"
"395","2.3353383541107178","2.3353383541107178","2.3353383541107178"
"396","2.2334413528442383","2.2334413528442383","2.2334413528442383"
"397","2.0387685298919678","2.0387685298919678","2.0387685298919678"
"398","2.2405526638031006","2.2405526638031006","2.2405526638031006"
"399","2.106025457382202","2.106025457382202","2.106025457382202"
"400","2.047260046005249","2.047260046005249","2.047260046005249"
"401","2.1097962856292725","2.1097962856292725","2.1097962856292725"
"402","2.1732325553894043","2.1732325553894043","2.1732325553894043"
"403","2.1320698261260986","2.1320698261260986","2.1320698261260986"
"404","2.17109751701355","2.17109751701355","2.17109751701355"
"405","2.258674144744873","2.258674144744873","2.258674144744873"
"406","2.184814214706421","2.184814214706421","2.184814214706421"
"407","2.1091105937957764","2.1091105937957764","2.1091105937957764"
"408","2.1102118492126465","2.1102118492126465","2.1102118492126465"
"409","2.0784049034118652","2.0784049034118652","2.0784049034118652"
"410","1.9887762069702148","1.9887762069702148","1.9887762069702148"
"411","2.090785503387451","2.090785503387451","2.090785503387451"
"412","2.187985420227051","2.187985420227051","2.187985420227051"
"413","2.160494327545166","2.160494327545166","2.160494327545166"
"414","2.2097411155700684","2.2097411155700684","2.2097411155700684"
"415","2.0887954235076904","2.0887954235076904","2.0887954235076904"
"416","2.2300193309783936","2.2300193309783936","2.2300193309783936"
"417","2.1942508220672607","2.1942508220672607","2.1942508220672607"
"418","1.981245517730713","1.981245517730713","1.981245517730713"
"419","2.0347461700439453","2.0347461700439453","2.0347461700439453"
"420","2.240156650543213","2.240156650543213","2.240156650543213"
"421","2.0535449981689453","2.0535449981689453","2.0535449981689453"
"422","2.1692490577697754","2.1692490577697754","2.1692490577697754"
"423","2.1656572818756104","2.1656572818756104","2.1656572818756104"
"424","2.1205673217773438","2.1205673217773438","2.1205673217773438"
"425","2.280566930770874","2.280566930770874","2.280566930770874"
"426","2.2224204540252686","2.2224204540252686","2.2224204540252686"
"427","2.1444947719573975","2.1444947719573975","2.1444947719573975"
"428","2.222108840942383","2.222108840942383","2.222108840942383"
"429","2.3219969272613525","2.3219969272613525","2.3219969272613525"
"430","2.087836503982544","2.087836503982544","2.087836503982544"
"431","2.179771900177002","2.179771900177002","2.179771900177002"
"432","2.114056348800659","2.114056348800659","2.114056348800659"
"433","2.2497048377990723","2.2497048377990723","2.2497048377990723"
"434","2.2513773441314697","2.2513773441314697","2.2513773441314697"
"435","2.127558708190918","2.127558708190918","2.127558708190918"
"436","2.199648380279541","2.199648380279541","2.199648380279541"
"437","2.1703453063964844","2.1703453063964844","2.1703453063964844"
"438","2.144609212875366","2.144609212875366","2.144609212875366"
"439","2.0011203289031982","2.0011203289031982","2.0011203289031982"
"440","2.209462881088257","2.209462881088257","2.209462881088257"
"441","2.1231675148010254","2.1231675148010254","2.1231675148010254"
"442","2.120840549468994","2.120840549468994","2.120840549468994"
"443","2.1349315643310547","2.1349315643310547","2.1349315643310547"
"444","2.0061726570129395","2.0061726570129395","2.0061726570129395"
"445","2.2020177841186523","2.2020177841186523","2.2020177841186523"
"446","2.2388718128204346","2.2388718128204346","2.2388718128204346"
"447","2.213036060333252","2.213036060333252","2.213036060333252"
"448","2.1088409423828125","2.1088409423828125","2.1088409423828125"
"449","2.2735917568206787","2.2735917568206787","2.2735917568206787"
"450","2.1638131141662598","2.1638131141662598","2.1638131141662598"
"451","2.1147637367248535","2.1147637367248535","2.1147637367248535"
"452","2.2006218433380127","2.2006218433380127","2.2006218433380127"
"453","2.2019453048706055","2.2019453048706055","2.2019453048706055"
"454","2.165363311767578","2.165363311767578","2.165363311767578"
"455","2.081125020980835","2.081125020980835","2.081125020980835"
"456","2.198004722595215","2.198004722595215","2.198004722595215"
"457","2.127460479736328","2.127460479736328","2.127460479736328"
"458","2.1035232543945312","2.1035232543945312","2.1035232543945312"
"459","2.1642608642578125","2.1642608642578125","2.1642608642578125"
"460","2.1104066371917725","2.1104066371917725","2.1104066371917725"
"461","2.1818532943725586","2.1818532943725586","2.1818532943725586"
"462","1.9856890439987183","1.9856890439987183","1.9856890439987183"
"463","2.2276699542999268","2.2276699542999268","2.2276699542999268"
"464","2.110726833343506","2.110726833343506","2.110726833343506"
"465","2.042933940887451","2.042933940887451","2.042933940887451"
"466","2.397142171859741","2.397142171859741","2.397142171859741"
"467","2.1348519325256348","2.1348519325256348","2.1348519325256348"
