"Step","male_silero - loss/g/fm","male_silero - loss/g/fm__MIN","male_silero - loss/g/fm__MAX"
"483","6.538459300994873","6.538459300994873","6.538459300994873"
"484","8.44178581237793","8.44178581237793","8.44178581237793"
"485","7.628296375274658","7.628296375274658","7.628296375274658"
"486","8.621052742004395","8.621052742004395","8.621052742004395"
"487","7.9215803146362305","7.9215803146362305","7.9215803146362305"
"488","7.946598052978516","7.946598052978516","7.946598052978516"
"489","7.863426685333252","7.863426685333252","7.863426685333252"
"490","7.102210521697998","7.102210521697998","7.102210521697998"
"491","7.304288864135742","7.304288864135742","7.304288864135742"
"492","7.314659118652344","7.314659118652344","7.314659118652344"
"493","6.652135372161865","6.652135372161865","6.652135372161865"
"494","7.8008317947387695","7.8008317947387695","7.8008317947387695"
"495","8.292851448059082","8.292851448059082","8.292851448059082"
"496","7.502131462097168","7.502131462097168","7.502131462097168"
"497","8.176901817321777","8.176901817321777","8.176901817321777"
"498","7.579052448272705","7.579052448272705","7.579052448272705"
"499","6.916953086853027","6.916953086853027","6.916953086853027"
"500","6.669083595275879","6.669083595275879","6.669083595275879"
"501","7.667774200439453","7.667774200439453","7.667774200439453"
"502","7.331707954406738","7.331707954406738","7.331707954406738"
"503","7.68173885345459","7.68173885345459","7.68173885345459"
"504","7.14816951751709","7.14816951751709","7.14816951751709"
"505","6.56470251083374","6.56470251083374","6.56470251083374"
"506","7.666748523712158","7.666748523712158","7.666748523712158"
"507","8.901662826538086","8.901662826538086","8.901662826538086"
"508","7.582799434661865","7.582799434661865","7.582799434661865"
"509","7.696676731109619","7.696676731109619","7.696676731109619"
"510","8.02248477935791","8.02248477935791","8.02248477935791"
"511","8.487357139587402","8.487357139587402","8.487357139587402"
"512","6.861334800720215","6.861334800720215","6.861334800720215"
"513","7.884063243865967","7.884063243865967","7.884063243865967"
"514","7.258045196533203","7.258045196533203","7.258045196533203"
"515","7.974196434020996","7.974196434020996","7.974196434020996"
"516","7.785181999206543","7.785181999206543","7.785181999206543"
"517","8.191793441772461","8.191793441772461","8.191793441772461"
"518","7.044673442840576","7.044673442840576","7.044673442840576"
"519","7.719043731689453","7.719043731689453","7.719043731689453"
"520","8.131709098815918","8.131709098815918","8.131709098815918"
"521","6.988436698913574","6.988436698913574","6.988436698913574"
"522","7.467503070831299","7.467503070831299","7.467503070831299"
"523","8.355621337890625","8.355621337890625","8.355621337890625"
"524","7.152695655822754","7.152695655822754","7.152695655822754"
"525","8.427416801452637","8.427416801452637","8.427416801452637"
"526","6.470371723175049","6.470371723175049","6.470371723175049"
"527","8.377685546875","8.377685546875","8.377685546875"
"528","6.2874674797058105","6.2874674797058105","6.2874674797058105"
"529","8.640449523925781","8.640449523925781","8.640449523925781"
"530","7.846343994140625","7.846343994140625","7.846343994140625"
"531","7.796736240386963","7.796736240386963","7.796736240386963"
"532","7.097993850708008","7.097993850708008","7.097993850708008"
"533","7.0357890129089355","7.0357890129089355","7.0357890129089355"
"534","8.448704719543457","8.448704719543457","8.448704719543457"
"535","7.658003330230713","7.658003330230713","7.658003330230713"
"536","7.46152925491333","7.46152925491333","7.46152925491333"
"537","6.951715469360352","6.951715469360352","6.951715469360352"
"538","7.833518981933594","7.833518981933594","7.833518981933594"
"539","7.107715129852295","7.107715129852295","7.107715129852295"
"540","7.803514003753662","7.803514003753662","7.803514003753662"
"541","7.319797039031982","7.319797039031982","7.319797039031982"
"542","7.194693088531494","7.194693088531494","7.194693088531494"
"543","7.661167621612549","7.661167621612549","7.661167621612549"
"544","8.106493949890137","8.106493949890137","8.106493949890137"
"545","8.535473823547363","8.535473823547363","8.535473823547363"
"546","6.984160900115967","6.984160900115967","6.984160900115967"
"547","7.499782085418701","7.499782085418701","7.499782085418701"
"548","7.0642781257629395","7.0642781257629395","7.0642781257629395"
"549","7.651859283447266","7.651859283447266","7.651859283447266"
"550","6.995555877685547","6.995555877685547","6.995555877685547"
"551","8.329192161560059","8.329192161560059","8.329192161560059"
"552","7.980134963989258","7.980134963989258","7.980134963989258"
"553","8.06897258758545","8.06897258758545","8.06897258758545"
"554","7.767420291900635","7.767420291900635","7.767420291900635"
"555","7.537128448486328","7.537128448486328","7.537128448486328"
"556","6.734682559967041","6.734682559967041","6.734682559967041"
"557","8.223544120788574","8.223544120788574","8.223544120788574"
"558","7.177087783813477","7.177087783813477","7.177087783813477"
"559","7.940794467926025","7.940794467926025","7.940794467926025"
"560","7.172608375549316","7.172608375549316","7.172608375549316"
"561","7.44946813583374","7.44946813583374","7.44946813583374"
"562","7.5647196769714355","7.5647196769714355","7.5647196769714355"
"563","9.456488609313965","9.456488609313965","9.456488609313965"
"564","7.801433563232422","7.801433563232422","7.801433563232422"
"565","7.884977340698242","7.884977340698242","7.884977340698242"
"566","7.768518924713135","7.768518924713135","7.768518924713135"
"567","7.28562068939209","7.28562068939209","7.28562068939209"
"568","7.84574031829834","7.84574031829834","7.84574031829834"
"569","7.9733171463012695","7.9733171463012695","7.9733171463012695"
"570","7.915487766265869","7.915487766265869","7.915487766265869"
"571","7.273055553436279","7.273055553436279","7.273055553436279"
"572","8.006508827209473","8.006508827209473","8.006508827209473"
"573","6.906311511993408","6.906311511993408","6.906311511993408"
"574","8.753382682800293","8.753382682800293","8.753382682800293"
"575","7.529570579528809","7.529570579528809","7.529570579528809"
"576","7.328989028930664","7.328989028930664","7.328989028930664"
"577","7.658422946929932","7.658422946929932","7.658422946929932"
"578","8.08549690246582","8.08549690246582","8.08549690246582"
"579","7.826653003692627","7.826653003692627","7.826653003692627"
"580","8.776036262512207","8.776036262512207","8.776036262512207"
"581","7.639493942260742","7.639493942260742","7.639493942260742"
"582","7.0025410652160645","7.0025410652160645","7.0025410652160645"
"583","9.028502464294434","9.028502464294434","9.028502464294434"
"584","6.304649829864502","6.304649829864502","6.304649829864502"
"585","7.89980936050415","7.89980936050415","7.89980936050415"
"586","6.811936378479004","6.811936378479004","6.811936378479004"
"587","7.710883140563965","7.710883140563965","7.710883140563965"
"588","6.940816402435303","6.940816402435303","6.940816402435303"
"589","8.939868927001953","8.939868927001953","8.939868927001953"
"590","8.557977676391602","8.557977676391602","8.557977676391602"
"591","8.13624382019043","8.13624382019043","8.13624382019043"
"592","7.724985599517822","7.724985599517822","7.724985599517822"
"593","6.994225978851318","6.994225978851318","6.994225978851318"
"594","8.22824764251709","8.22824764251709","8.22824764251709"
"595","8.43543815612793","8.43543815612793","8.43543815612793"
"596","6.838700294494629","6.838700294494629","6.838700294494629"
"597","8.180912017822266","8.180912017822266","8.180912017822266"
"598","7.606593608856201","7.606593608856201","7.606593608856201"
"599","6.820515155792236","6.820515155792236","6.820515155792236"
"600","8.129339218139648","8.129339218139648","8.129339218139648"
"601","7.151003360748291","7.151003360748291","7.151003360748291"
"602","7.990713596343994","7.990713596343994","7.990713596343994"
"603","7.655084609985352","7.655084609985352","7.655084609985352"
"604","9.129987716674805","9.129987716674805","9.129987716674805"
"605","7.112043380737305","7.112043380737305","7.112043380737305"
"606","7.649362564086914","7.649362564086914","7.649362564086914"
"607","7.740849018096924","7.740849018096924","7.740849018096924"
"608","8.0558500289917","8.0558500289917","8.0558500289917"
"609","7.27262544631958","7.27262544631958","7.27262544631958"
"610","7.462530612945557","7.462530612945557","7.462530612945557"
"611","9.459431648254395","9.459431648254395","9.459431648254395"
"612","8.07651424407959","8.07651424407959","8.07651424407959"
"613","7.242403507232666","7.242403507232666","7.242403507232666"
"614","8.549576759338379","8.549576759338379","8.549576759338379"
"615","7.202600955963135","7.202600955963135","7.202600955963135"
"616","7.723625659942627","7.723625659942627","7.723625659942627"
"617","8.260157585144043","8.260157585144043","8.260157585144043"
"618","7.907724380493164","7.907724380493164","7.907724380493164"
"619","7.250391006469727","7.250391006469727","7.250391006469727"
"620","7.772924423217773","7.772924423217773","7.772924423217773"
"621","7.3311333656311035","7.3311333656311035","7.3311333656311035"
"622","8.12087631225586","8.12087631225586","8.12087631225586"
"623","8.146953582763672","8.146953582763672","8.146953582763672"
"624","8.811860084533691","8.811860084533691","8.811860084533691"
"625","8.164810180664062","8.164810180664062","8.164810180664062"
"626","7.678720951080322","7.678720951080322","7.678720951080322"
"627","8.275429725646973","8.275429725646973","8.275429725646973"
"628","7.002930164337158","7.002930164337158","7.002930164337158"
"629","7.840698719024658","7.840698719024658","7.840698719024658"
"630","7.541494846343994","7.541494846343994","7.541494846343994"
"631","7.135616779327393","7.135616779327393","7.135616779327393"
"632","8.152738571166992","8.152738571166992","8.152738571166992"
"633","7.488351821899414","7.488351821899414","7.488351821899414"
"634","7.370927810668945","7.370927810668945","7.370927810668945"
"635","8.616711616516113","8.616711616516113","8.616711616516113"
"636","7.895091533660889","7.895091533660889","7.895091533660889"
"637","8.274176597595215","8.274176597595215","8.274176597595215"
"638","7.571499824523926","7.571499824523926","7.571499824523926"
"639","7.586871147155762","7.586871147155762","7.586871147155762"
"640","7.670553684234619","7.670553684234619","7.670553684234619"
"641","7.818486213684082","7.818486213684082","7.818486213684082"
"642","8.437749862670898","8.437749862670898","8.437749862670898"
"643","7.673824787139893","7.673824787139893","7.673824787139893"
"644","7.315202236175537","7.315202236175537","7.315202236175537"
"645","7.827386379241943","7.827386379241943","7.827386379241943"
"646","8.183350563049316","8.183350563049316","8.183350563049316"
"647","8.535609245300293","8.535609245300293","8.535609245300293"
"648","8.289525985717773","8.289525985717773","8.289525985717773"
"649","7.301186561584473","7.301186561584473","7.301186561584473"
"650","7.924225807189941","7.924225807189941","7.924225807189941"
"651","7.343747138977051","7.343747138977051","7.343747138977051"
"652","7.303339004516602","7.303339004516602","7.303339004516602"
"653","7.969201564788818","7.969201564788818","7.969201564788818"
"654","7.8963093757629395","7.8963093757629395","7.8963093757629395"
"655","9.089460372924805","9.089460372924805","9.089460372924805"
"656","7.577075004577637","7.577075004577637","7.577075004577637"
"657","8.847867965698242","8.847867965698242","8.847867965698242"
"658","8.173802375793457","8.173802375793457","8.173802375793457"
"659","8.001968383789062","8.001968383789062","8.001968383789062"
"660","8.36175537109375","8.36175537109375","8.36175537109375"
"661","7.87935733795166","7.87935733795166","7.87935733795166"
"662","8.402742385864258","8.402742385864258","8.402742385864258"
"663","8.400640487670898","8.400640487670898","8.400640487670898"
"664","8.053362846374512","8.053362846374512","8.053362846374512"
"665","6.689324378967285","6.689324378967285","6.689324378967285"
"666","6.6868815422058105","6.6868815422058105","6.6868815422058105"
"667","8.826519012451172","8.826519012451172","8.826519012451172"
"668","8.103747367858887","8.103747367858887","8.103747367858887"
"669","7.258143424987793","7.258143424987793","7.258143424987793"
"670","6.510125637054443","6.510125637054443","6.510125637054443"
"671","8.636140823364258","8.636140823364258","8.636140823364258"
"672","7.744252681732178","7.744252681732178","7.744252681732178"
"673","7.820028781890869","7.820028781890869","7.820028781890869"
"674","7.165689468383789","7.165689468383789","7.165689468383789"
"675","8.265734672546387","8.265734672546387","8.265734672546387"
"676","9.321697235107422","9.321697235107422","9.321697235107422"
"677","8.26408576965332","8.26408576965332","8.26408576965332"
"678","8.125589370727539","8.125589370727539","8.125589370727539"
"679","7.010523796081543","7.010523796081543","7.010523796081543"
"680","8.187830924987793","8.187830924987793","8.187830924987793"
"681","9.537590026855469","9.537590026855469","9.537590026855469"
"682","7.0646867752075195","7.0646867752075195","7.0646867752075195"
"683","8.038016319274902","8.038016319274902","8.038016319274902"
"684","6.5289387702941895","6.5289387702941895","6.5289387702941895"
"685","8.558076858520508","8.558076858520508","8.558076858520508"
"686","7.6464338302612305","7.6464338302612305","7.6464338302612305"
"687","7.88744592666626","7.88744592666626","7.88744592666626"
"688","6.942568778991699","6.942568778991699","6.942568778991699"
"689","7.25932502746582","7.25932502746582","7.25932502746582"
"690","8.086681365966797","8.086681365966797","8.086681365966797"
"691","8.623774528503418","8.623774528503418","8.623774528503418"
"692","7.7124128341674805","7.7124128341674805","7.7124128341674805"
"693","6.786116600036621","6.786116600036621","6.786116600036621"
"694","7.232797145843506","7.232797145843506","7.232797145843506"
"695","7.524867057800293","7.524867057800293","7.524867057800293"
"696","7.302926063537598","7.302926063537598","7.302926063537598"
"697","8.355907440185547","8.355907440185547","8.355907440185547"
"698","8.405264854431152","8.405264854431152","8.405264854431152"
"699","7.600508689880371","7.600508689880371","7.600508689880371"
"700","7.869132995605469","7.869132995605469","7.869132995605469"
"701","7.5130228996276855","7.5130228996276855","7.5130228996276855"
"702","8.26106071472168","8.26106071472168","8.26106071472168"
"703","8.204399108886719","8.204399108886719","8.204399108886719"
"704","7.595640659332275","7.595640659332275","7.595640659332275"
"705","7.812715530395508","7.812715530395508","7.812715530395508"
"706","7.1956634521484375","7.1956634521484375","7.1956634521484375"
"707","7.173948764801025","7.173948764801025","7.173948764801025"
"708","6.257707595825195","6.257707595825195","6.257707595825195"
"709","6.550086498260498","6.550086498260498","6.550086498260498"
"710","8.656005859375","8.656005859375","8.656005859375"
"711","7.494724273681641","7.494724273681641","7.494724273681641"
"712","9.220736503601074","9.220736503601074","9.220736503601074"
"713","7.168923854827881","7.168923854827881","7.168923854827881"
"714","7.536073684692383","7.536073684692383","7.536073684692383"
"715","7.444769859313965","7.444769859313965","7.444769859313965"
"716","6.957756519317627","6.957756519317627","6.957756519317627"
"717","7.445911884307861","7.445911884307861","7.445911884307861"
"718","7.7177252769470215","7.7177252769470215","7.7177252769470215"
"719","7.704300880432129","7.704300880432129","7.704300880432129"
"720","7.419891357421875","7.419891357421875","7.419891357421875"
"721","7.247217655181885","7.247217655181885","7.247217655181885"
"722","9.007614135742188","9.007614135742188","9.007614135742188"
"723","6.869347095489502","6.869347095489502","6.869347095489502"
"724","6.785463809967041","6.785463809967041","6.785463809967041"
"725","7.5187530517578125","7.5187530517578125","7.5187530517578125"
"726","6.258638381958008","6.258638381958008","6.258638381958008"
"727","6.845046520233154","6.845046520233154","6.845046520233154"
"728","6.950974941253662","6.950974941253662","6.950974941253662"
"729","7.495883941650391","7.495883941650391","7.495883941650391"
"730","7.106011390686035","7.106011390686035","7.106011390686035"
"731","6.974276542663574","6.974276542663574","6.974276542663574"
"732","7.263317108154297","7.263317108154297","7.263317108154297"
"733","8.17764949798584","8.17764949798584","8.17764949798584"
"734","7.9651312828063965","7.9651312828063965","7.9651312828063965"
"735","7.080939292907715","7.080939292907715","7.080939292907715"
"736","8.455486297607422","8.455486297607422","8.455486297607422"
"737","7.929803848266602","7.929803848266602","7.929803848266602"
"738","7.939801216125488","7.939801216125488","7.939801216125488"
"739","8.176374435424805","8.176374435424805","8.176374435424805"
"740","7.40925407409668","7.40925407409668","7.40925407409668"
"741","7.188348770141602","7.188348770141602","7.188348770141602"
"742","7.613283157348633","7.613283157348633","7.613283157348633"
"743","7.607386112213135","7.607386112213135","7.607386112213135"
"744","6.759617328643799","6.759617328643799","6.759617328643799"
"745","7.14903450012207","7.14903450012207","7.14903450012207"
"746","7.787134647369385","7.787134647369385","7.787134647369385"
"747","7.528061389923096","7.528061389923096","7.528061389923096"
"748","8.009757995605469","8.009757995605469","8.009757995605469"
"749","7.374110221862793","7.374110221862793","7.374110221862793"
"750","8.427427291870117","8.427427291870117","8.427427291870117"
"751","7.346258163452148","7.346258163452148","7.346258163452148"
"752","8.735469818115234","8.735469818115234","8.735469818115234"
"753","7.388364791870117","7.388364791870117","7.388364791870117"
"754","9.260821342468262","9.260821342468262","9.260821342468262"
"755","7.163508415222168","7.163508415222168","7.163508415222168"
"756","7.2924723625183105","7.2924723625183105","7.2924723625183105"
"757","7.13703727722168","7.13703727722168","7.13703727722168"
"758","8.50058364868164","8.50058364868164","8.50058364868164"
"759","8.010858535766602","8.010858535766602","8.010858535766602"
"760","7.761032581329346","7.761032581329346","7.761032581329346"
"761","7.306967735290527","7.306967735290527","7.306967735290527"
"762","7.945501327514648","7.945501327514648","7.945501327514648"
"763","7.468639850616455","7.468639850616455","7.468639850616455"
"764","8.64113998413086","8.64113998413086","8.64113998413086"
"765","7.401152610778809","7.401152610778809","7.401152610778809"
"766","7.422367572784424","7.422367572784424","7.422367572784424"
"767","7.504423141479492","7.504423141479492","7.504423141479492"
"768","7.07365083694458","7.07365083694458","7.07365083694458"
"769","7.326387405395508","7.326387405395508","7.326387405395508"
"770","7.664417266845703","7.664417266845703","7.664417266845703"
"771","7.801003932952881","7.801003932952881","7.801003932952881"
"772","7.502623081207275","7.502623081207275","7.502623081207275"
"773","7.601773738861084","7.601773738861084","7.601773738861084"
"774","8.318845748901367","8.318845748901367","8.318845748901367"
"775","7.672265529632568","7.672265529632568","7.672265529632568"
"776","6.311280727386475","6.311280727386475","6.311280727386475"
"777","7.490024566650391","7.490024566650391","7.490024566650391"
"778","7.425395965576172","7.425395965576172","7.425395965576172"
"779","7.727937698364258","7.727937698364258","7.727937698364258"
"780","7.069365501403809","7.069365501403809","7.069365501403809"
"781","8.567436218261719","8.567436218261719","8.567436218261719"
"782","6.701890468597412","6.701890468597412","6.701890468597412"
"783","6.840541839599609","6.840541839599609","6.840541839599609"
"784","7.838788986206055","7.838788986206055","7.838788986206055"
"785","7.375019550323486","7.375019550323486","7.375019550323486"
"786","7.451690673828125","7.451690673828125","7.451690673828125"
"787","7.92368745803833","7.92368745803833","7.92368745803833"
"788","7.346883296966553","7.346883296966553","7.346883296966553"
"789","8.19479751586914","8.19479751586914","8.19479751586914"
"790","8.152836799621582","8.152836799621582","8.152836799621582"
"791","6.688579082489014","6.688579082489014","6.688579082489014"
"792","8.121071815490723","8.121071815490723","8.121071815490723"
"793","8.18258285522461","8.18258285522461","8.18258285522461"
"794","7.648800849914551","7.648800849914551","7.648800849914551"
"795","6.917430400848389","6.917430400848389","6.917430400848389"
"796","7.048274993896484","7.048274993896484","7.048274993896484"
"797","7.958720684051514","7.958720684051514","7.958720684051514"
"798","8.295045852661133","8.295045852661133","8.295045852661133"
"799","7.983194351196289","7.983194351196289","7.983194351196289"
"800","8.057159423828125","8.057159423828125","8.057159423828125"
"801","8.142739295959473","8.142739295959473","8.142739295959473"
"802","8.787765502929688","8.787765502929688","8.787765502929688"
"803","7.453824996948242","7.453824996948242","7.453824996948242"
"804","7.4559173583984375","7.4559173583984375","7.4559173583984375"
"805","7.1986403465271","7.1986403465271","7.1986403465271"
"806","7.660788536071777","7.660788536071777","7.660788536071777"
"807","7.670852184295654","7.670852184295654","7.670852184295654"
"808","7.597275733947754","7.597275733947754","7.597275733947754"
"809","7.257050514221191","7.257050514221191","7.257050514221191"
"810","6.802350044250488","6.802350044250488","6.802350044250488"
"811","8.829846382141113","8.829846382141113","8.829846382141113"
"812","7.9910969734191895","7.9910969734191895","7.9910969734191895"
"813","6.9587297439575195","6.9587297439575195","6.9587297439575195"
"814","8.20419979095459","8.20419979095459","8.20419979095459"
"815","7.342937469482422","7.342937469482422","7.342937469482422"
"816","6.924188613891602","6.924188613891602","6.924188613891602"
"817","8.5096435546875","8.5096435546875","8.5096435546875"
"818","7.1114935874938965","7.1114935874938965","7.1114935874938965"
"819","6.893209457397461","6.893209457397461","6.893209457397461"
"820","7.777894496917725","7.777894496917725","7.777894496917725"
"821","7.532135963439941","7.532135963439941","7.532135963439941"
"822","8.749102592468262","8.749102592468262","8.749102592468262"
"823","8.572723388671875","8.572723388671875","8.572723388671875"
"824","7.476402282714844","7.476402282714844","7.476402282714844"
"825","7.040438652038574","7.040438652038574","7.040438652038574"
"826","8.060343742370605","8.060343742370605","8.060343742370605"
"827","6.137732028961182","6.137732028961182","6.137732028961182"
"828","8.166345596313477","8.166345596313477","8.166345596313477"
"829","7.074341773986816","7.074341773986816","7.074341773986816"
"830","8.410517692565918","8.410517692565918","8.410517692565918"
"831","9.073277473449707","9.073277473449707","9.073277473449707"
"832","8.118049621582031","8.118049621582031","8.118049621582031"
"833","7.032751083374023","7.032751083374023","7.032751083374023"
"834","7.094200611114502","7.094200611114502","7.094200611114502"
"835","8.094700813293457","8.094700813293457","8.094700813293457"
"836","7.270597457885742","7.270597457885742","7.270597457885742"
"837","7.432502746582031","7.432502746582031","7.432502746582031"
"838","9.117231369018555","9.117231369018555","9.117231369018555"
"839","7.890252113342285","7.890252113342285","7.890252113342285"
"840","7.8562421798706055","7.8562421798706055","7.8562421798706055"
"841","6.792985916137695","6.792985916137695","6.792985916137695"
"842","8.002452850341797","8.002452850341797","8.002452850341797"
"843","7.571192264556885","7.571192264556885","7.571192264556885"
"844","7.916423320770264","7.916423320770264","7.916423320770264"
"845","6.631791114807129","6.631791114807129","6.631791114807129"
"846","8.159503936767578","8.159503936767578","8.159503936767578"
"847","7.60380220413208","7.60380220413208","7.60380220413208"
"848","7.25722599029541","7.25722599029541","7.25722599029541"
"849","8.63123607635498","8.63123607635498","8.63123607635498"
"850","7.031185150146484","7.031185150146484","7.031185150146484"
"851","7.456071376800537","7.456071376800537","7.456071376800537"
"852","7.7965168952941895","7.7965168952941895","7.7965168952941895"
"853","6.629461288452148","6.629461288452148","6.629461288452148"
"854","7.856659412384033","7.856659412384033","7.856659412384033"
"855","6.4784393310546875","6.4784393310546875","6.4784393310546875"
"856","8.392871856689453","8.392871856689453","8.392871856689453"
"857","7.690514087677002","7.690514087677002","7.690514087677002"
"858","7.849853992462158","7.849853992462158","7.849853992462158"
"859","7.27764368057251","7.27764368057251","7.27764368057251"
"860","8.997653007507324","8.997653007507324","8.997653007507324"
"861","6.731456279754639","6.731456279754639","6.731456279754639"
"862","7.372197151184082","7.372197151184082","7.372197151184082"
"863","6.96026611328125","6.96026611328125","6.96026611328125"
"864","9.076882362365723","9.076882362365723","9.076882362365723"
"865","7.696977615356445","7.696977615356445","7.696977615356445"
"866","8.684633255004883","8.684633255004883","8.684633255004883"
"867","7.5285749435424805","7.5285749435424805","7.5285749435424805"
"868","7.93039083480835","7.93039083480835","7.93039083480835"
"869","7.372893333435059","7.372893333435059","7.372893333435059"
"870","7.96099853515625","7.96099853515625","7.96099853515625"
"871","7.311668872833252","7.311668872833252","7.311668872833252"
"872","7.48423957824707","7.48423957824707","7.48423957824707"
"873","7.864471435546875","7.864471435546875","7.864471435546875"
"874","8.2045259475708","8.2045259475708","8.2045259475708"
"875","8.09035587310791","8.09035587310791","8.09035587310791"
"876","7.3149261474609375","7.3149261474609375","7.3149261474609375"
"877","8.852458000183105","8.852458000183105","8.852458000183105"
"878","7.4080891609191895","7.4080891609191895","7.4080891609191895"
"879","7.591350555419922","7.591350555419922","7.591350555419922"
"880","6.367443561553955","6.367443561553955","6.367443561553955"
"881","10.1807861328125","10.1807861328125","10.1807861328125"
"882","7.110794544219971","7.110794544219971","7.110794544219971"
"883","8.550294876098633","8.550294876098633","8.550294876098633"
"884","6.770638942718506","6.770638942718506","6.770638942718506"
"885","8.486628532409668","8.486628532409668","8.486628532409668"
"886","8.135407447814941","8.135407447814941","8.135407447814941"
"887","6.825225353240967","6.825225353240967","6.825225353240967"
"888","8.44047737121582","8.44047737121582","8.44047737121582"
"889","7.843378067016602","7.843378067016602","7.843378067016602"
"890","8.024988174438477","8.024988174438477","8.024988174438477"
"891","7.157202243804932","7.157202243804932","7.157202243804932"
"892","8.561738967895508","8.561738967895508","8.561738967895508"
"893","7.312258720397949","7.312258720397949","7.312258720397949"
"894","8.022753715515137","8.022753715515137","8.022753715515137"
"895","7.906615734100342","7.906615734100342","7.906615734100342"
"896","7.409595966339111","7.409595966339111","7.409595966339111"
"897","7.967533588409424","7.967533588409424","7.967533588409424"
"898","6.312697887420654","6.312697887420654","6.312697887420654"
"899","7.610745429992676","7.610745429992676","7.610745429992676"
"900","7.1562957763671875","7.1562957763671875","7.1562957763671875"
"901","8.508787155151367","8.508787155151367","8.508787155151367"
"902","7.427268981933594","7.427268981933594","7.427268981933594"
"903","8.088293075561523","8.088293075561523","8.088293075561523"
"904","7.543834686279297","7.543834686279297","7.543834686279297"
"905","8.152308464050293","8.152308464050293","8.152308464050293"
"906","7.977082252502441","7.977082252502441","7.977082252502441"
"907","6.97990083694458","6.97990083694458","6.97990083694458"
"908","7.120625019073486","7.120625019073486","7.120625019073486"
"909","7.777409553527832","7.777409553527832","7.777409553527832"
"910","8.180123329162598","8.180123329162598","8.180123329162598"
"911","8.308735847473145","8.308735847473145","8.308735847473145"
"912","7.653935432434082","7.653935432434082","7.653935432434082"
"913","7.9957427978515625","7.9957427978515625","7.9957427978515625"
"914","7.60768985748291","7.60768985748291","7.60768985748291"
"915","6.688488006591797","6.688488006591797","6.688488006591797"
"916","8.172937393188477","8.172937393188477","8.172937393188477"
"917","7.555905818939209","7.555905818939209","7.555905818939209"
"918","7.970176696777344","7.970176696777344","7.970176696777344"
"919","7.667600631713867","7.667600631713867","7.667600631713867"
"920","7.001056671142578","7.001056671142578","7.001056671142578"
"921","7.456176280975342","7.456176280975342","7.456176280975342"
"922","8.299325942993164","8.299325942993164","8.299325942993164"
"923","8.073236465454102","8.073236465454102","8.073236465454102"
"924","8.825810432434082","8.825810432434082","8.825810432434082"
"925","7.613908290863037","7.613908290863037","7.613908290863037"
"926","7.683712005615234","7.683712005615234","7.683712005615234"
"927","7.82558012008667","7.82558012008667","7.82558012008667"
"928","8.713973045349121","8.713973045349121","8.713973045349121"
"929","7.445645809173584","7.445645809173584","7.445645809173584"
"930","7.795968055725098","7.795968055725098","7.795968055725098"
"931","8.638628959655762","8.638628959655762","8.638628959655762"
"932","7.916446685791016","7.916446685791016","7.916446685791016"
"933","7.687617301940918","7.687617301940918","7.687617301940918"
"934","8.73093318939209","8.73093318939209","8.73093318939209"
"935","7.8763813972473145","7.8763813972473145","7.8763813972473145"
"936","8.141470909118652","8.141470909118652","8.141470909118652"
"937","7.78719425201416","7.78719425201416","7.78719425201416"
"938","7.459292888641357","7.459292888641357","7.459292888641357"
"939","8.247159957885742","8.247159957885742","8.247159957885742"
"940","8.15187931060791","8.15187931060791","8.15187931060791"
"941","7.076719284057617","7.076719284057617","7.076719284057617"
"942","6.956625461578369","6.956625461578369","6.956625461578369"
"943","6.941335201263428","6.941335201263428","6.941335201263428"
"944","7.490469932556152","7.490469932556152","7.490469932556152"
"945","8.61273193359375","8.61273193359375","8.61273193359375"
"946","7.614814281463623","7.614814281463623","7.614814281463623"
"947","7.002180576324463","7.002180576324463","7.002180576324463"
"948","8.218230247497559","8.218230247497559","8.218230247497559"
"949","7.25863790512085","7.25863790512085","7.25863790512085"
"950","7.785282135009766","7.785282135009766","7.785282135009766"
"951","7.23590612411499","7.23590612411499","7.23590612411499"
"952","7.907585620880127","7.907585620880127","7.907585620880127"
"953","8.37651252746582","8.37651252746582","8.37651252746582"
"954","7.444622993469238","7.444622993469238","7.444622993469238"
"955","7.542703151702881","7.542703151702881","7.542703151702881"
"956","7.443849563598633","7.443849563598633","7.443849563598633"
"957","8.615839958190918","8.615839958190918","8.615839958190918"
"958","7.274238109588623","7.274238109588623","7.274238109588623"
"959","7.491743087768555","7.491743087768555","7.491743087768555"
"960","8.780710220336914","8.780710220336914","8.780710220336914"
"961","6.73458194732666","6.73458194732666","6.73458194732666"
"962","9.149386405944824","9.149386405944824","9.149386405944824"
"963","7.442045211791992","7.442045211791992","7.442045211791992"
"964","6.700780868530273","6.700780868530273","6.700780868530273"
"965","6.639402866363525","6.639402866363525","6.639402866363525"
"966","6.8759894371032715","6.8759894371032715","6.8759894371032715"
"967","7.484573841094971","7.484573841094971","7.484573841094971"
"968","7.332883358001709","7.332883358001709","7.332883358001709"
"969","8.749464988708496","8.749464988708496","8.749464988708496"
"970","7.97452974319458","7.97452974319458","7.97452974319458"
"971","6.818099498748779","6.818099498748779","6.818099498748779"
"972","8.045283317565918","8.045283317565918","8.045283317565918"
"973","7.244707107543945","7.244707107543945","7.244707107543945"
"974","7.213314533233643","7.213314533233643","7.213314533233643"
"975","8.417438507080078","8.417438507080078","8.417438507080078"
"976","8.023366928100586","8.023366928100586","8.023366928100586"
