-1.057435870170593262e+00,-1.057435870170593262e+00,-1.057435870170593262e+00,-3.999048769474029541e-01,-3.999048769474029541e-01,-3.999048769474029541e-01,-3.999048769474029541e-01,-3.999048769474029541e-01,-3.999048769474029541e-01,-8.254228234291076660e-01,-8.254228234291076660e-01,-8.254228234291076660e-01,-8.254228234291076660e-01,-8.254228234291076660e-01,-8.254228234291076660e-01,2.191870212554931641e-01,2.191870212554931641e-01,2.191870212554931641e-01,2.191870212554931641e-01,1.304150074720382690e-01,1.304150074720382690e-01,1.304150074720382690e-01,1.304150074720382690e-01,-1.443677306175231934e+00,-1.443677306175231934e+00,3.427308797836303711e-02,3.427308797836303711e-02
-4.054876044392585754e-02,-4.054876044392585754e-02,-4.054876044392585754e-02,1.066797692328691483e-02,1.066797692328691483e-02,1.066797692328691483e-02,1.066797692328691483e-02,1.066797692328691483e-02,1.066797692328691483e-02,-8.217645883560180664e-01,-8.217645883560180664e-01,-8.217645883560180664e-01,-8.217645883560180664e-01,-8.217645883560180664e-01,-8.217645883560180664e-01,-1.708358287811279297e+00,-1.708358287811279297e+00,-1.708358287811279297e+00,-1.708358287811279297e+00,-5.828340053558349609e-01,-5.828340053558349609e-01,-5.828340053558349609e-01,-5.828340053558349609e-01,-7.422404736280441284e-02,-7.422404736280441284e-02,2.866018330678343773e-03,2.866018330678343773e-03
-3.453322350978851318e-01,-3.453322350978851318e-01,-3.453322350978851318e-01,5.963865518569946289e-01,5.963865518569946289e-01,5.963865518569946289e-01,5.963865518569946289e-01,5.963865518569946289e-01,5.963865518569946289e-01,3.285267651081085205e-01,3.285267651081085205e-01,3.285267651081085205e-01,3.285267651081085205e-01,3.285267651081085205e-01,3.285267651081085205e-01,1.890281289815902710e-01,1.890281289815902710e-01,1.890281289815902710e-01,1.890281289815902710e-01,2.568762302398681641e-01,2.568762302398681641e-01,2.568762302398681641e-01,2.568762302398681641e-01,-9.223785996437072754e-01,-9.223785996437072754e-01,-5.383729934692382812e-02,-5.383729934692382812e-02
1.715448647737503052e-01,1.715448647737503052e-01,1.715448647737503052e-01,2.405967563390731812e-01,2.405967563390731812e-01,2.405967563390731812e-01,2.405967563390731812e-01,2.405967563390731812e-01,2.405967563390731812e-01,-5.053821802139282227e-01,-5.053821802139282227e-01,-5.053821802139282227e-01,-5.053821802139282227e-01,-5.053821802139282227e-01,-5.053821802139282227e-01,-3.670992851257324219e-01,-3.670992851257324219e-01,-3.670992851257324219e-01,-3.670992851257324219e-01,1.322329193353652954e-01,1.322329193353652954e-01,1.322329193353652954e-01,1.322329193353652954e-01,-2.643073201179504395e-01,-2.643073201179504395e-01,1.345174014568328857e-01,1.345174014568328857e-01
-6.967681050300598145e-01,-6.967681050300598145e-01,-6.967681050300598145e-01,2.572061121463775635e-01,2.572061121463775635e-01,2.572061121463775635e-01,2.572061121463775635e-01,2.572061121463775635e-01,2.572061121463775635e-01,5.741649270057678223e-01,5.741649270057678223e-01,5.741649270057678223e-01,5.741649270057678223e-01,5.741649270057678223e-01,5.741649270057678223e-01,8.348913192749023438e-01,8.348913192749023438e-01,8.348913192749023438e-01,8.348913192749023438e-01,1.293690085411071777e+00,1.293690085411071777e+00,1.293690085411071777e+00,1.293690085411071777e+00,-4.096181131899356842e-03,-4.096181131899356842e-03,-1.184999719262123108e-01,-1.184999719262123108e-01
-9.353794455528259277e-01,-9.353794455528259277e-01,-9.353794455528259277e-01,9.959153532981872559e-01,9.959153532981872559e-01,9.959153532981872559e-01,9.959153532981872559e-01,9.959153532981872559e-01,9.959153532981872559e-01,-2.645522952079772949e-01,-2.645522952079772949e-01,-2.645522952079772949e-01,-2.645522952079772949e-01,-2.645522952079772949e-01,-2.645522952079772949e-01,2.509652376174926758e-01,2.509652376174926758e-01,2.509652376174926758e-01,2.509652376174926758e-01,2.700510323047637939e-01,2.700510323047637939e-01,2.700510323047637939e-01,2.700510323047637939e-01,-4.102908372879028320e-01,-4.102908372879028320e-01,-1.075373217463493347e-02,-1.075373217463493347e-02
-1.101441830396652222e-01,-1.101441830396652222e-01,-1.101441830396652222e-01,5.470302104949951172e-01,5.470302104949951172e-01,5.470302104949951172e-01,5.470302104949951172e-01,5.470302104949951172e-01,5.470302104949951172e-01,1.003647521138191223e-01,1.003647521138191223e-01,1.003647521138191223e-01,1.003647521138191223e-01,1.003647521138191223e-01,1.003647521138191223e-01,-6.696580350399017334e-02,-6.696580350399017334e-02,-6.696580350399017334e-02,-6.696580350399017334e-02,1.377730369567871094e-01,1.377730369567871094e-01,1.377730369567871094e-01,1.377730369567871094e-01,2.451780438423156738e-01,2.451780438423156738e-01,-1.028274968266487122e-01,-1.028274968266487122e-01
7.458866834640502930e-01,7.458866834640502930e-01,7.458866834640502930e-01,1.071108102798461914e+00,1.071108102798461914e+00,1.071108102798461914e+00,1.071108102798461914e+00,1.071108102798461914e+00,1.071108102798461914e+00,-3.696621060371398926e-01,-3.696621060371398926e-01,-3.696621060371398926e-01,-3.696621060371398926e-01,-3.696621060371398926e-01,-3.696621060371398926e-01,-3.834933936595916748e-01,-3.834933936595916748e-01,-3.834933936595916748e-01,-3.834933936595916748e-01,1.784394145943224430e-03,1.784394145943224430e-03,1.784394145943224430e-03,1.784394145943224430e-03,7.275006771087646484e-01,7.275006771087646484e-01,-4.454641416668891907e-02,-4.454641416668891907e-02
4.717321693897247314e-01,4.717321693897247314e-01,4.717321693897247314e-01,-1.774719953536987305e-01,-1.774719953536987305e-01,-1.774719953536987305e-01,-1.774719953536987305e-01,-1.774719953536987305e-01,-1.774719953536987305e-01,1.227670982480049133e-01,1.227670982480049133e-01,1.227670982480049133e-01,1.227670982480049133e-01,1.227670982480049133e-01,1.227670982480049133e-01,2.315199375152587891e-01,2.315199375152587891e-01,2.315199375152587891e-01,2.315199375152587891e-01,-3.585632443428039551e-01,-3.585632443428039551e-01,-3.585632443428039551e-01,-3.585632443428039551e-01,1.225441023707389832e-01,1.225441023707389832e-01,9.915887378156185150e-03,9.915887378156185150e-03
-1.365271449089050293e+00,-1.365271449089050293e+00,-1.365271449089050293e+00,-9.095590114593505859e-01,-9.095590114593505859e-01,-9.095590114593505859e-01,-9.095590114593505859e-01,-9.095590114593505859e-01,-9.095590114593505859e-01,-1.485707044601440430e+00,-1.485707044601440430e+00,-1.485707044601440430e+00,-1.485707044601440430e+00,-1.485707044601440430e+00,-1.485707044601440430e+00,-8.645606637001037598e-01,-8.645606637001037598e-01,-8.645606637001037598e-01,-8.645606637001037598e-01,-5.790063142776489258e-01,-5.790063142776489258e-01,-5.790063142776489258e-01,-5.790063142776489258e-01,-1.619599699974060059e+00,-1.619599699974060059e+00,5.022796988487243652e-02,5.022796988487243652e-02
