"Step","female-silero - loss/g/dur","female-silero - loss/g/dur__MIN","female-silero - loss/g/dur__MAX"
"165","2.12172532081604","2.12172532081604","2.12172532081604"
"166","1.9819704294204712","1.9819704294204712","1.9819704294204712"
"167","2.0246901512145996","2.0246901512145996","2.0246901512145996"
"168","2.032590866088867","2.032590866088867","2.032590866088867"
"169","2.063621997833252","2.063621997833252","2.063621997833252"
"170","1.9921427965164185","1.9921427965164185","1.9921427965164185"
"171","2.140984058380127","2.140984058380127","2.140984058380127"
"172","1.8379994630813599","1.8379994630813599","1.8379994630813599"
"173","2.0188212394714355","2.0188212394714355","2.0188212394714355"
"174","2.0722994804382324","2.0722994804382324","2.0722994804382324"
"175","2.0684797763824463","2.0684797763824463","2.0684797763824463"
"176","2.0703768730163574","2.0703768730163574","2.0703768730163574"
"177","2.0717930793762207","2.0717930793762207","2.0717930793762207"
"178","2.0983052253723145","2.0983052253723145","2.0983052253723145"
"179","2.0477118492126465","2.0477118492126465","2.0477118492126465"
"180","1.9507427215576172","1.9507427215576172","1.9507427215576172"
"181","2.1661794185638428","2.1661794185638428","2.1661794185638428"
"182","1.9788610935211182","1.9788610935211182","1.9788610935211182"
"183","1.9940235614776611","1.9940235614776611","1.9940235614776611"
"184","2.09371280670166","2.09371280670166","2.09371280670166"
"185","2.1232118606567383","2.1232118606567383","2.1232118606567383"
"186","2.106501579284668","2.106501579284668","2.106501579284668"
"187","2.1667137145996094","2.1667137145996094","2.1667137145996094"
"188","2.0634331703186035","2.0634331703186035","2.0634331703186035"
"189","2.0223870277404785","2.0223870277404785","2.0223870277404785"
"190","2.023221015930176","2.023221015930176","2.023221015930176"
"191","1.9973053932189941","1.9973053932189941","1.9973053932189941"
"192","2.060981512069702","2.060981512069702","2.060981512069702"
"193","2.046865463256836","2.046865463256836","2.046865463256836"
"194","2.004164695739746","2.004164695739746","2.004164695739746"
"195","2.026846170425415","2.026846170425415","2.026846170425415"
"196","2.1708250045776367","2.1708250045776367","2.1708250045776367"
"197","2.113605260848999","2.113605260848999","2.113605260848999"
"198","2.1281917095184326","2.1281917095184326","2.1281917095184326"
"199","2.1574461460113525","2.1574461460113525","2.1574461460113525"
"200","2.021120548248291","2.021120548248291","2.021120548248291"
"201","2.160811424255371","2.160811424255371","2.160811424255371"
"202","1.9722261428833008","1.9722261428833008","1.9722261428833008"
"203","2.0698013305664062","2.0698013305664062","2.0698013305664062"
"204","2.097759962081909","2.097759962081909","2.097759962081909"
"205","2.1035685539245605","2.1035685539245605","2.1035685539245605"
"206","2.158346176147461","2.158346176147461","2.158346176147461"
"207","2.098860740661621","2.098860740661621","2.098860740661621"
"208","2.0257036685943604","2.0257036685943604","2.0257036685943604"
"209","1.9528224468231201","1.9528224468231201","1.9528224468231201"
"210","1.950543761253357","1.950543761253357","1.950543761253357"
"211","2.1239237785339355","2.1239237785339355","2.1239237785339355"
"212","2.080566167831421","2.080566167831421","2.080566167831421"
"213","2.2247958183288574","2.2247958183288574","2.2247958183288574"
"214","2.0514285564422607","2.0514285564422607","2.0514285564422607"
"215","1.9984521865844727","1.9984521865844727","1.9984521865844727"
"216","2.0608749389648438","2.0608749389648438","2.0608749389648438"
"217","1.9728174209594727","1.9728174209594727","1.9728174209594727"
"218","2.0137529373168945","2.0137529373168945","2.0137529373168945"
"219","1.9434633255004883","1.9434633255004883","1.9434633255004883"
"220","2.108177661895752","2.108177661895752","2.108177661895752"
"221","2.0112669467926025","2.0112669467926025","2.0112669467926025"
"222","2.017629623413086","2.017629623413086","2.017629623413086"
"223","2.1476757526397705","2.1476757526397705","2.1476757526397705"
"224","2.074171304702759","2.074171304702759","2.074171304702759"
"225","2.0102100372314453","2.0102100372314453","2.0102100372314453"
"226","1.993324875831604","1.993324875831604","1.993324875831604"
"227","2.006890296936035","2.006890296936035","2.006890296936035"
"228","2.1903629302978516","2.1903629302978516","2.1903629302978516"
"229","2.1194818019866943","2.1194818019866943","2.1194818019866943"
"230","1.9691927433013916","1.9691927433013916","1.9691927433013916"
"231","1.9618427753448486","1.9618427753448486","1.9618427753448486"
"232","2.0972838401794434","2.0972838401794434","2.0972838401794434"
"233","2.010284423828125","2.010284423828125","2.010284423828125"
"234","2.0485196113586426","2.0485196113586426","2.0485196113586426"
"235","2.061999797821045","2.061999797821045","2.061999797821045"
"236","2.0380349159240723","2.0380349159240723","2.0380349159240723"
"237","2.126638174057007","2.126638174057007","2.126638174057007"
"238","2.000501871109009","2.000501871109009","2.000501871109009"
"239","2.1263060569763184","2.1263060569763184","2.1263060569763184"
"240","2.081833600997925","2.081833600997925","2.081833600997925"
"241","2.1320767402648926","2.1320767402648926","2.1320767402648926"
"242","2.000828742980957","2.000828742980957","2.000828742980957"
"243","1.9603426456451416","1.9603426456451416","1.9603426456451416"
"244","2.186499834060669","2.186499834060669","2.186499834060669"
"245","2.0611634254455566","2.0611634254455566","2.0611634254455566"
"246","2.068873882293701","2.068873882293701","2.068873882293701"
"247","2.1331965923309326","2.1331965923309326","2.1331965923309326"
"248","2.076326608657837","2.076326608657837","2.076326608657837"
"249","2.1782617568969727","2.1782617568969727","2.1782617568969727"
"250","2.0195300579071045","2.0195300579071045","2.0195300579071045"
"251","2.0733652114868164","2.0733652114868164","2.0733652114868164"
"252","2.039124011993408","2.039124011993408","2.039124011993408"
"253","2.1640329360961914","2.1640329360961914","2.1640329360961914"
"254","2.1137542724609375","2.1137542724609375","2.1137542724609375"
"255","2.1069626808166504","2.1069626808166504","2.1069626808166504"
"256","2.0223512649536133","2.0223512649536133","2.0223512649536133"
"257","2.15152645111084","2.15152645111084","2.15152645111084"
"258","2.0094857215881348","2.0094857215881348","2.0094857215881348"
"259","2.075955629348755","2.075955629348755","2.075955629348755"
"260","2.004868984222412","2.004868984222412","2.004868984222412"
"261","1.9848713874816895","1.9848713874816895","1.9848713874816895"
"262","2.077481269836426","2.077481269836426","2.077481269836426"
"263","2.0886306762695312","2.0886306762695312","2.0886306762695312"
"264","2.0370969772338867","2.0370969772338867","2.0370969772338867"
"265","1.9364502429962158","1.9364502429962158","1.9364502429962158"
"266","2.1732633113861084","2.1732633113861084","2.1732633113861084"
"267","2.032660722732544","2.032660722732544","2.032660722732544"
"268","2.0554988384246826","2.0554988384246826","2.0554988384246826"
"269","2.1632866859436035","2.1632866859436035","2.1632866859436035"
"270","2.056756019592285","2.056756019592285","2.056756019592285"
"271","2.1215410232543945","2.1215410232543945","2.1215410232543945"
"272","2.0634806156158447","2.0634806156158447","2.0634806156158447"
"273","2.032343626022339","2.032343626022339","2.032343626022339"
"274","2.063063621520996","2.063063621520996","2.063063621520996"
"275","2.1864984035491943","2.1864984035491943","2.1864984035491943"
"276","1.9690442085266113","1.9690442085266113","1.9690442085266113"
"277","2.0785398483276367","2.0785398483276367","2.0785398483276367"
"278","2.064121723175049","2.064121723175049","2.064121723175049"
"279","2.072861433029175","2.072861433029175","2.072861433029175"
"280","2.1735448837280273","2.1735448837280273","2.1735448837280273"
"281","2.089110851287842","2.089110851287842","2.089110851287842"
"282","2.0384724140167236","2.0384724140167236","2.0384724140167236"
"283","1.8003172874450684","1.8003172874450684","1.8003172874450684"
"284","2.0985865592956543","2.0985865592956543","2.0985865592956543"
"285","2.048591136932373","2.048591136932373","2.048591136932373"
"286","1.927212119102478","1.927212119102478","1.927212119102478"
"287","2.1155970096588135","2.1155970096588135","2.1155970096588135"
"288","1.9674385786056519","1.9674385786056519","1.9674385786056519"
"289","2.01010799407959","2.01010799407959","2.01010799407959"
"290","2.029057264328003","2.029057264328003","2.029057264328003"
"291","1.9366815090179443","1.9366815090179443","1.9366815090179443"
"292","2.032897472381592","2.032897472381592","2.032897472381592"
"293","1.9799631834030151","1.9799631834030151","1.9799631834030151"
"294","2.0262346267700195","2.0262346267700195","2.0262346267700195"
"295","2.044994831085205","2.044994831085205","2.044994831085205"
"296","1.9943437576293945","1.9943437576293945","1.9943437576293945"
"297","2.0427045822143555","2.0427045822143555","2.0427045822143555"
"298","2.0294151306152344","2.0294151306152344","2.0294151306152344"
"299","2.1039857864379883","2.1039857864379883","2.1039857864379883"
"300","1.9351286888122559","1.9351286888122559","1.9351286888122559"
"301","2.004901647567749","2.004901647567749","2.004901647567749"
"302","1.9979840517044067","1.9979840517044067","1.9979840517044067"
"303","2.017040252685547","2.017040252685547","2.017040252685547"
"304","1.9687855243682861","1.9687855243682861","1.9687855243682861"
"305","2.0400636196136475","2.0400636196136475","2.0400636196136475"
"306","2.2867698669433594","2.2867698669433594","2.2867698669433594"
"307","1.8642807006835938","1.8642807006835938","1.8642807006835938"
"308","2.039086103439331","2.039086103439331","2.039086103439331"
"309","2.0676326751708984","2.0676326751708984","2.0676326751708984"
"310","2.021010398864746","2.021010398864746","2.021010398864746"
"311","2.0389244556427","2.0389244556427","2.0389244556427"
"312","1.9865511655807495","1.9865511655807495","1.9865511655807495"
"313","1.9844344854354858","1.9844344854354858","1.9844344854354858"
"314","2.0665743350982666","2.0665743350982666","2.0665743350982666"
"315","1.9994536638259888","1.9994536638259888","1.9994536638259888"
"316","2.127714157104492","2.127714157104492","2.127714157104492"
"317","2.0120511054992676","2.0120511054992676","2.0120511054992676"
"318","1.9467220306396484","1.9467220306396484","1.9467220306396484"
"319","2.0723843574523926","2.0723843574523926","2.0723843574523926"
"320","1.949702262878418","1.949702262878418","1.949702262878418"
"321","2.1527953147888184","2.1527953147888184","2.1527953147888184"
"322","1.9229590892791748","1.9229590892791748","1.9229590892791748"
"323","2.1154415607452393","2.1154415607452393","2.1154415607452393"
"324","2.0637593269348145","2.0637593269348145","2.0637593269348145"
"325","2.0344605445861816","2.0344605445861816","2.0344605445861816"
"326","2.1433534622192383","2.1433534622192383","2.1433534622192383"
"327","2.0777933597564697","2.0777933597564697","2.0777933597564697"
"328","2.0778865814208984","2.0778865814208984","2.0778865814208984"
"329","1.9623594284057617","1.9623594284057617","1.9623594284057617"
"330","2.082880973815918","2.082880973815918","2.082880973815918"
"331","2.055147171020508","2.055147171020508","2.055147171020508"
"332","1.9536736011505127","1.9536736011505127","1.9536736011505127"
"333","2.0068202018737793","2.0068202018737793","2.0068202018737793"
"334","2.0828731060028076","2.0828731060028076","2.0828731060028076"
"335","2.0743985176086426","2.0743985176086426","2.0743985176086426"
"336","2.0042104721069336","2.0042104721069336","2.0042104721069336"
"337","2.0661673545837402","2.0661673545837402","2.0661673545837402"
"338","1.980698585510254","1.980698585510254","1.980698585510254"
"339","1.9484436511993408","1.9484436511993408","1.9484436511993408"
"340","2.1073055267333984","2.1073055267333984","2.1073055267333984"
"341","2.065462350845337","2.065462350845337","2.065462350845337"
"342","1.9987776279449463","1.9987776279449463","1.9987776279449463"
"343","1.9730513095855713","1.9730513095855713","1.9730513095855713"
"344","2.007153272628784","2.007153272628784","2.007153272628784"
"345","2.109179973602295","2.109179973602295","2.109179973602295"
"346","2.018725872039795","2.018725872039795","2.018725872039795"
"347","1.983197569847107","1.983197569847107","1.983197569847107"
"348","2.0585250854492188","2.0585250854492188","2.0585250854492188"
"349","2.076986312866211","2.076986312866211","2.076986312866211"
"350","2.0135865211486816","2.0135865211486816","2.0135865211486816"
"351","2.030557632446289","2.030557632446289","2.030557632446289"
"352","2.051669120788574","2.051669120788574","2.051669120788574"
"353","2.051358699798584","2.051358699798584","2.051358699798584"
"354","2.092830181121826","2.092830181121826","2.092830181121826"
"355","1.9877198934555054","1.9877198934555054","1.9877198934555054"
"356","2.0895345211029053","2.0895345211029053","2.0895345211029053"
"357","1.971915364265442","1.971915364265442","1.971915364265442"
"358","1.965267300605774","1.965267300605774","1.965267300605774"
"359","2.1520848274230957","2.1520848274230957","2.1520848274230957"
"360","2.0296506881713867","2.0296506881713867","2.0296506881713867"
"361","2.232372760772705","2.232372760772705","2.232372760772705"
"362","1.900443196296692","1.900443196296692","1.900443196296692"
"363","2.0325231552124023","2.0325231552124023","2.0325231552124023"
"364","2.0751914978027344","2.0751914978027344","2.0751914978027344"
"365","1.9607722759246826","1.9607722759246826","1.9607722759246826"
"366","2.017301321029663","2.017301321029663","2.017301321029663"
"367","1.9602611064910889","1.9602611064910889","1.9602611064910889"
"368","2.062725067138672","2.062725067138672","2.062725067138672"
"369","1.9961503744125366","1.9961503744125366","1.9961503744125366"
"370","1.9995090961456299","1.9995090961456299","1.9995090961456299"
"371","1.9704221487045288","1.9704221487045288","1.9704221487045288"
"372","2.0260236263275146","2.0260236263275146","2.0260236263275146"
"373","2.0369350910186768","2.0369350910186768","2.0369350910186768"
"374","2.02844500541687","2.02844500541687","2.02844500541687"
"375","2.148411273956299","2.148411273956299","2.148411273956299"
"376","1.9171048402786255","1.9171048402786255","1.9171048402786255"
"377","1.9015328884124756","1.9015328884124756","1.9015328884124756"
"378","2.079835891723633","2.079835891723633","2.079835891723633"
"379","2.030977964401245","2.030977964401245","2.030977964401245"
"380","2.2994437217712402","2.2994437217712402","2.2994437217712402"
"381","1.9962992668151855","1.9962992668151855","1.9962992668151855"
"382","2.001105546951294","2.001105546951294","2.001105546951294"
"383","2.0532631874084473","2.0532631874084473","2.0532631874084473"
"384","1.9107565879821777","1.9107565879821777","1.9107565879821777"
"385","1.878920555114746","1.878920555114746","1.878920555114746"
"386","2.022308349609375","2.022308349609375","2.022308349609375"
"387","1.9244804382324219","1.9244804382324219","1.9244804382324219"
"388","2.1766133308410645","2.1766133308410645","2.1766133308410645"
"389","2.015623092651367","2.015623092651367","2.015623092651367"
"390","2.1365878582000732","2.1365878582000732","2.1365878582000732"
"391","2.0134735107421875","2.0134735107421875","2.0134735107421875"
"392","2.0345582962036133","2.0345582962036133","2.0345582962036133"
"393","2.0027832984924316","2.0027832984924316","2.0027832984924316"
"394","1.99515700340271","1.99515700340271","1.99515700340271"
"395","1.9997074604034424","1.9997074604034424","1.9997074604034424"
"396","2.092409133911133","2.092409133911133","2.092409133911133"
"397","2.0794320106506348","2.0794320106506348","2.0794320106506348"
"398","2.076876640319824","2.076876640319824","2.076876640319824"
"399","2.0182998180389404","2.0182998180389404","2.0182998180389404"
"400","2.0015053749084473","2.0015053749084473","2.0015053749084473"
"401","2.115755558013916","2.115755558013916","2.115755558013916"
"402","2.09009051322937","2.09009051322937","2.09009051322937"
"403","2.0155272483825684","2.0155272483825684","2.0155272483825684"
"404","1.9371331930160522","1.9371331930160522","1.9371331930160522"
"405","1.9997198581695557","1.9997198581695557","1.9997198581695557"
"406","1.9157073497772217","1.9157073497772217","1.9157073497772217"
"407","1.9941074848175049","1.9941074848175049","1.9941074848175049"
"408","1.9800528287887573","1.9800528287887573","1.9800528287887573"
"409","2.0843043327331543","2.0843043327331543","2.0843043327331543"
"410","2.086207151412964","2.086207151412964","2.086207151412964"
"411","1.9816282987594604","1.9816282987594604","1.9816282987594604"
"412","1.9996328353881836","1.9996328353881836","1.9996328353881836"
"413","1.9571905136108398","1.9571905136108398","1.9571905136108398"
"414","1.9791076183319092","1.9791076183319092","1.9791076183319092"
"415","2.0684032440185547","2.0684032440185547","2.0684032440185547"
"416","1.9616260528564453","1.9616260528564453","1.9616260528564453"
"417","2.069735050201416","2.069735050201416","2.069735050201416"
"418","2.0408031940460205","2.0408031940460205","2.0408031940460205"
"419","2.0042569637298584","2.0042569637298584","2.0042569637298584"
"420","1.9559859037399292","1.9559859037399292","1.9559859037399292"
"421","2.051949977874756","2.051949977874756","2.051949977874756"
"422","2.043250560760498","2.043250560760498","2.043250560760498"
"423","1.956384301185608","1.956384301185608","1.956384301185608"
"424","1.9771018028259277","1.9771018028259277","1.9771018028259277"
"425","2.015225410461426","2.015225410461426","2.015225410461426"
"426","2.0106701850891113","2.0106701850891113","2.0106701850891113"
"427","2.1225697994232178","2.1225697994232178","2.1225697994232178"
"428","2.007272720336914","2.007272720336914","2.007272720336914"
"429","2.063201427459717","2.063201427459717","2.063201427459717"
"430","1.9400537014007568","1.9400537014007568","1.9400537014007568"
"431","2.0750184059143066","2.0750184059143066","2.0750184059143066"
"432","1.9325851202011108","1.9325851202011108","1.9325851202011108"
"433","2.0006864070892334","2.0006864070892334","2.0006864070892334"
"434","2.0439414978027344","2.0439414978027344","2.0439414978027344"
"435","2.0699691772460938","2.0699691772460938","2.0699691772460938"
"436","2.034811019897461","2.034811019897461","2.034811019897461"
"437","2.201317310333252","2.201317310333252","2.201317310333252"
"438","2.175983428955078","2.175983428955078","2.175983428955078"
"439","1.9893925189971924","1.9893925189971924","1.9893925189971924"
"440","2.0201289653778076","2.0201289653778076","2.0201289653778076"
"441","2.023707389831543","2.023707389831543","2.023707389831543"
"442","1.5635693073272705","1.5635693073272705","1.5635693073272705"
"443","2.0229685306549072","2.0229685306549072","2.0229685306549072"
"444","2.0376880168914795","2.0376880168914795","2.0376880168914795"
"445","2.136268377304077","2.136268377304077","2.136268377304077"
"446","2.1188454627990723","2.1188454627990723","2.1188454627990723"
"447","1.9723947048187256","1.9723947048187256","1.9723947048187256"
"448","2.0240485668182373","2.0240485668182373","2.0240485668182373"
"449","1.9569897651672363","1.9569897651672363","1.9569897651672363"
"450","1.9620916843414307","1.9620916843414307","1.9620916843414307"
"451","2.17618465423584","2.17618465423584","2.17618465423584"
"452","1.9690619707107544","1.9690619707107544","1.9690619707107544"
"453","1.9237942695617676","1.9237942695617676","1.9237942695617676"
"454","1.9248862266540527","1.9248862266540527","1.9248862266540527"
"455","1.9964017868041992","1.9964017868041992","1.9964017868041992"
"456","1.9542288780212402","1.9542288780212402","1.9542288780212402"
"457","1.99226975440979","1.99226975440979","1.99226975440979"
"458","1.9430570602416992","1.9430570602416992","1.9430570602416992"
"459","1.9466640949249268","1.9466640949249268","1.9466640949249268"
"460","1.9643229246139526","1.9643229246139526","1.9643229246139526"
"461","1.9663715362548828","1.9663715362548828","1.9663715362548828"
"462","2.0487871170043945","2.0487871170043945","2.0487871170043945"
"463","2.0348074436187744","2.0348074436187744","2.0348074436187744"
"464","2.138429880142212","2.138429880142212","2.138429880142212"
"465","2.0387964248657227","2.0387964248657227","2.0387964248657227"
